id_pfam	start	end	id_protein	length
PF14493	1258	1352	360	95
PF00270	550	713	360	164
PF16124	870	940	360	71
PF00271	748	859	360	112
PF08504	362	453	361	92
PF00853	51	179	361	129
PF00666	31	131	362	101
PF12153	136	163	362	28
PF03372	319	622	363	304
PF13923	131	176	364	46
PF00888	137	332	366	196
PF00400	393	429	367	37
PF12125	78	116	367	39
PF12937	120	170	367	51
PF00400	353	389	367	37
PF00400	483	518	367	36
PF00400	228	266	367	39
PF00400	310	346	367	37
PF00400	270	306	367	37
PF00400	433	469	367	37
PF00069	462	741	368	280
PF10477	30	711	369	682
PF02260	4097	4128	370	32
PF08163	1816	2202	370	387
PF19704	2213	2898	370	686
PF00454	3747	4015	370	269
PF02259	3023	3470	370	448
PF00659	512	570	371	59
PF00659	608	673	371	66
PF00069	82	334	371	253
PF16519	1240	1295	372	56
PF00520	896	1149	372	254
PF18139	153	443	372	291
PF00076	98	167	373	70
PF09470	4	167	374	164
PF00076	1545	1608	375	64
PF00533	1756	1842	376	87
PF12820	345	508	376	164
PF00533	1642	1723	376	82
PF00097	24	64	376	41
PF00085	30	138	377	109
PF13848	167	350	377	184
PF01017	145	313	378	169
PF00017	584	674	378	91
PF02864	325	464	378	140
PF02865	2	120	378	119
PF00011	64	150	379	87
PF06372	1	167	380	167
PF13855	231	290	381	60
PF00560	87	109	381	23
PF01462	30	61	381	32
PF04629	254	482	382	229
PF06456	15	242	382	228
PF00048	29	90	383	62
PF04938	37	273	384	237
PF00864	26	380	385	355
PF13853	40	317	386	278
PF17772	229	283	387	55
PF11717	7	65	387	59
PF01853	288	471	387	184
PF03002	99	116	388	18
PF00069	222	535	389	314
PF01099	1	88	390	88
PF00011	87	184	391	98
PF15299	251	483	392	233
PLD39	174	233	393	60
PF00628	264	313	394	50
PF00628	208	265	394	58
PF01853	565	743	394	179
PF17772	506	560	394	55
PLD18	1912	1971	394	60
PF00069	865	1077	395	213
PF00069	593	678	395	86
PF15798	127	251	396	125
PF00071	10	170	397	161
PF15028	20	146	398	127
PF13639	940	983	399	44
PF15303	18	292	399	275
PF00233	751	1020	400	270
PF00630	1611	1701	401	91
PF00630	546	633	401	88
PF00630	941	1031	401	91
PF00307	16	123	401	108
PF00630	351	443	401	93
PF00630	1225	1319	401	95
PF00307	139	243	401	105
PF00630	251	344	401	94
PF00630	1735	1813	401	79
PF00630	2190	2277	401	88
PF00630	2098	2182	401	85
PF00630	2381	2468	401	88
PF00630	2286	2372	401	87
PF00630	1037	1124	401	88
PF00630	2509	2598	401	90
PF00630	1130	1219	401	90
PF00630	739	836	401	98
PF00630	1325	1412	401	88
PF00630	1999	2086	401	88
PF00630	842	935	401	94
PF00630	1514	1605	401	92
PF00630	1418	1508	401	91
PF00630	1818	1905	401	88
PF00630	642	733	401	92
PF00630	449	540	401	92
PF14447	16	64	402	49
PF01291	43	202	403	160
PF00169	500	604	404	105
PF00621	288	466	404	179
PF00018	200	245	404	46
PF16739	7	99	405	93
PF11648	903	1018	405	116
PF00619	115	200	405	86
PF00271	699	826	405	128
PF18119	536	692	405	157
PF04851	305	493	405	189
PF00397	22	52	406	31
PF02179	425	497	406	73
PF16208	15	146	407	132
PF00038	197	512	407	316
PLD135	536	595	407	60
PF16208	129	194	407	66
PF00782	36	173	408	138
PF01534	268	620	409	353
PF01392	35	142	409	108
PF00001	33	215	410	183
PF16211	92	126	411	35
PF00125	2	91	411	90
PF00010	109	160	412	52
PF00071	11	172	413	162
PF00996	5	81	414	77
PF00996	209	547	414	339
PF00046	356	412	415	57
PF00157	263	337	415	75
PF00641	1479	1508	416	30
PF00641	1781	1810	416	30
PF00641	1665	1694	416	30
PF00641	1606	1635	416	30
PF00638	2321	2442	416	122
PF00641	1415	1444	416	30
PF00641	1724	1753	416	30
PF00638	2024	2145	416	122
PF00641	1351	1381	416	31
PF00638	1183	1304	416	122
PF12185	2709	2769	416	61
PF12185	2631	2693	416	63
PF00638	2922	3043	416	122
PF00160	3067	3223	416	157
PF00641	1543	1572	416	30
PF16208	17	159	417	143
PF00038	162	475	417	314
PF00047	329	410	418	82
PF13895	28	118	418	91
PF00102	40	276	419	237
PF05456	3	120	420	118
PF00412	40	97	421	58
PF00412	101	158	421	58
PF00412	162	216	421	55
PF03879	236	341	422	106
PF00270	242	412	423	171
PF00271	449	558	423	110
PF12796	768	834	424	67
PF12796	677	769	424	93
PF12075	31	69	424	39
PF00244	10	234	425	225
PF00464	49	448	426	400
PF17811	303	359	427	57
PF16866	614	676	427	63
PF00646	890	932	427	43
PF02008	563	609	427	47
PF02137	370	731	428	362
PF00035	79	141	428	63
PF00035	239	296	428	58
PF08523	4	73	429	70
PF01381	81	134	429	54
PF14382	7	44	430	38
PF10447	89	135	430	47
PF00067	42	457	431	416
PF04130	509	865	432	357
PF17681	218	506	432	289
PF08534	57	211	433	155
PF00177	51	204	434	154
PF00328	390	910	435	521
PF18086	55	144	435	90
PF01926	115	237	436	123
PF15365	279	298	437	20
PF05731	16	330	438	315
PF00626	407	489	439	83
PF00626	26	108	439	83
PF00626	266	343	439	78
PF00626	146	221	439	76
PF00626	630	708	439	79
PF02209	792	827	439	36
PF00626	526	595	439	70
PF17681	353	694	440	342
PF19340	28	342	440	315
PF04130	1513	1816	440	304
PF00226	4	65	441	62
PF01556	160	319	441	160
PF11831	404	655	442	252
PF13921	11	71	442	61
PF13921	63	119	442	57
PF03172	8	106	443	99
PF01342	458	533	443	76
PF14551	32	130	444	99
PF17207	136	273	444	138
PF00493	318	540	444	223
PF17855	557	648	444	92
PF09380	405	494	445	90
PF09379	214	277	445	64
PF05902	753	860	445	108
PF04382	667	715	445	49
PF00373	292	401	445	110
PF08736	499	542	445	44
PF00160	14	176	446	163
PF02301	16	196	447	181
PF06017	803	1001	448	199
PF00612	699	719	448	21
PF00063	11	682	448	672
PF01399	258	362	449	105
PF11648	552	667	450	116
PF00271	349	475	450	127
PF04851	1	172	450	172
PF18119	215	343	450	129
PF01399	231	335	451	105
PF13522	70	203	453	134
PF01380	551	682	453	132
PF01380	380	509	453	130
PF00533	402	479	454	78
PF08519	915	1068	454	154
PF00004	647	776	454	130
PF00076	304	374	455	71
PF00076	53	123	455	71
PF00076	139	207	455	69
PF16672	1	88	456	88
PF00270	118	289	457	172
PF00271	324	436	457	113
PLD48	531	590	457	60
PF08061	551	583	457	33
PF08061	498	532	457	35
PF05964	188	238	458	51
PF05965	244	325	458	82
PF00118	35	525	459	491
PF04857	15	139	460	125
PF04857	140	238	460	99
PF00118	44	537	461	494
PF13892	43	116	462	74
PF09111	913	1027	462	115
PF09110	758	856	462	99
PF00271	486	612	462	127
PF00176	186	466	462	281
PF01248	16	111	463	96
PF00719	46	228	464	183
PF08442	54	262	465	209
PF00549	321	441	465	121
PF19273	313	1169	466	857
PF08389	109	271	466	163
PF08145	144	402	467	259
PF00400	403	441	467	39
PF00400	704	746	467	43
PF00400	653	689	467	37
PF00850	28	319	468	292
PF02252	108	252	469	145
PF02251	9	69	469	61
PF10046	42	137	470	96
PF00202	50	436	471	387
PF00271	424	534	472	111
PF00270	202	390	472	189
PF00204	266	430	473	165
PF16898	573	711	473	139
PF00521	713	1172	473	460
PF02518	76	225	473	150
PF01751	456	572	473	117
PF08070	1431	1522	473	92
PF00227	56	238	474	183
PF06546	230	513	475	284
PF00447	10	110	475	101
PF00452	97	195	476	99
PF02180	8	32	476	25
PF13177	18	188	477	171
PF00248	15	294	478	280
PF00152	175	496	479	322
PF01336	60	145	479	86
PF00956	76	345	480	270
PF02893	11	132	481	122
PF02874	63	129	482	67
PF00006	186	405	482	220
PF02020	1506	1585	483	80
PF02854	755	983	483	229
PF02847	1222	1334	483	113
PLD133	62	121	483	60
PF00400	468	510	484	43
PF11540	133	163	484	31
PF10568	172	293	485	122
PF17171	323	386	485	64
PF01112	43	360	486	318
PF01287	83	150	487	68
PF03271	261	299	488	39
PF00307	57	163	488	107
PF18872	170	190	489	21
PF00076	42	109	489	68
PF00125	1	132	490	132
PF00557	181	411	491	231
PF14826	5	167	491	163
PF08644	529	689	491	161
PF08512	808	895	491	88
PF04053	319	763	492	445
PF00400	132	171	492	40
PF00400	175	215	492	41
PF00400	89	127	492	39
PF00400	219	257	492	39
PF00069	163	479	493	317
PF17846	325	786	494	462
PF03159	1	254	494	254
PF07679	154	241	495	88
PF07714	467	743	495	277
PF13927	249	337	495	89
PF13927	397	489	496	93
PF00047	207	293	496	87
PF07714	582	910	496	329
PF10497	345	443	497	99
PF00091	3	212	498	210
PF03953	261	383	498	123
PF00062	19	146	499	128
PF02758	7	83	500	77
PF00619	112	195	500	84
PF00012	3	588	501	586
PF00012	571	694	501	124
PF00612	3030	3050	502	21
PF00612	1729	1749	502	21
PF00612	1488	1508	502	21
PF00612	2481	2500	502	20
PF00612	2666	2686	502	21
PF00307	1110	1261	502	152
PF00612	3080	3100	502	21
PF00612	2955	2975	502	21
PF00612	1802	1822	502	21
PF00612	2385	2405	502	21
PF00612	2625	2645	502	21
PF00612	1971	1991	502	21
PF00612	2044	2064	502	21
PF00612	2689	2709	502	21
PF15780	37	134	502	98
PF00612	2933	2953	502	21
PF00612	1633	1652	502	20
PF00612	1875	1895	502	21
PF00612	1898	1918	502	21
PF00612	2532	2551	502	20
PF00612	2739	2759	502	21
PF00612	1848	1865	502	18
PF00612	2094	2114	502	21
PF00612	1752	1772	502	21
PF00612	2312	2332	502	21
PF00612	1316	1336	502	21
PF00612	2458	2478	502	21
PF00612	1560	1580	502	21
PF00612	2408	2428	502	21
PF00612	1348	1368	502	21
PF00612	3182	3202	502	21
PF00612	1583	1603	502	21
PF00612	2860	2880	502	21
PF00612	2190	2210	502	21
PF00612	1826	1845	502	20
PF00612	2240	2260	502	21
PF00612	1656	1676	502	21
PF00612	1465	1485	502	21
PF00612	3205	3223	502	19
PF00612	1394	1414	502	21
PF00612	2335	2355	502	21
PF00612	2021	2041	502	21
PF06268	20	134	503	115
PF06268	268	378	503	111
PF06268	391	493	503	103
PF06268	142	256	503	115
PF06470	529	643	504	115
PF02463	2	1197	504	1196
PF04912	16	399	505	384
PF01182	13	238	506	226
PF15627	99	258	507	160
PF06487	19	137	508	119
PF01139	68	505	509	438
PF12108	74	100	510	27
PF13297	224	303	510	80
PF16837	129	180	510	52
PF11931	382	501	510	120
PF08016	145	567	511	423
PF18109	702	736	511	35
PF01422	453	470	512	18
PF01422	506	524	512	19
PF01422	567	585	512	19
PF01422	832	857	512	26
PF01424	995	1060	512	66
PF01422	622	654	512	33
PF01422	694	706	512	13
PF01422	721	739	512	19
PF06110	8	122	513	115
PF01049	641	762	514	122
PF00028	54	148	514	95
PF00028	274	377	514	104
PF00028	162	260	514	99
PF00400	170	204	515	35
PF08953	5	70	515	66
PF16300	345	387	515	43
PF00400	73	111	515	39
PF00400	122	161	515	40
PF15914	1208	1264	516	57
PF00069	525	791	517	267
PF11934	109	228	518	120
PF01858	373	573	518	201
PF08934	768	925	518	158
PF01857	646	765	518	120
PF14580	1	175	519	175
PF00398	26	303	520	278
PF00730	142	301	521	160
PF07934	25	141	521	117
PF16123	222	303	522	82
PF00753	57	140	522	84
PF03764	703	824	523	122
PF03144	489	566	523	78
PF00679	826	915	523	90
PF00009	127	440	523	314
PF16004	3	110	523	108
PF14492	584	656	523	73
PF08164	464	548	524	85
PF13339	220	373	524	154
PF02368	1077	1153	525	77
PF18307	389	456	526	68
PF03849	21	374	526	354
PF04433	177	264	527	88
PF01593	288	826	527	539
PF00113	142	432	528	291
PF03952	3	134	528	132
PF09377	107	225	530	119
PF01172	14	101	530	88
PF00271	574	682	531	109
PF00270	216	516	531	301
PF07679	287	374	532	88
PF13306	56	213	532	158
PF01424	170	228	533	59
PLD33	524	583	533	60
PF05773	16	125	534	110
PF00400	180	219	535	40
PF00400	225	264	535	40
PF00098	351	368	536	18
PF00285	881	1086	537	206
PF00549	660	785	537	126
PF16114	244	421	537	178
PF02629	494	600	537	107
PF10075	61	200	538	140
PF01779	3	42	539	40
PF08740	25	191	540	167
PF00004	226	355	540	130
PF07078	10	318	541	309
PF00076	289	358	542	70
PF00076	187	234	542	48
PF01472	93	170	543	78
PF17832	5	89	543	85
PF01424	169	227	544	59
PF12752	249	302	544	54
PLD55	663	722	544	60
PF08423	84	337	545	254
PF14520	31	80	545	50
PF00400	79	114	546	36
PF00400	119	157	546	39
PF05600	4	503	547	500
PF14580	120	215	548	96
PF14580	256	360	548	105
PF02731	175	335	549	161
PF02036	628	731	550	104
PF00106	10	212	550	203
PF01575	480	601	550	122
PF14671	13	153	551	141
PF00782	207	328	551	122
PF02809	282	298	552	17
PF13519	6	116	552	111
PF02809	211	227	552	17
PF04135	3	52	553	50
PF00035	512	574	554	63
PF07528	87	334	554	248
PF00035	389	451	554	63
PF00887	42	121	555	80
PF00056	21	160	556	140
PF02866	163	331	556	169
PF10473	1893	2035	557	143
PF10490	2967	3013	557	47
PF10481	1	307	557	307
PF10473	2131	2270	557	140
PF10473	2313	2452	557	140
PF00013	61	130	558	70
PF16274	5	57	558	53
PF16568	267	321	558	55
PF03028	4036	4146	559	111
PF08385	242	832	559	591
PF08393	1319	1720	559	402
PF12774	1868	2231	559	364
PF18198	4176	4327	559	152
PF12775	2557	2739	559	183
PF12777	3199	3536	559	338
PF17852	2423	2550	559	128
PF12781	3560	3780	559	221
PF18199	4333	4644	559	312
PF12780	2907	3186	559	280
PF17848	3	28	560	26
PF08790	31	58	560	28
PF15865	170	524	561	355
PF03511	1254	1316	561	63
PF09229	29	159	562	131
PF08327	216	332	562	117
PF11864	54	470	564	417
PF02145	1561	1749	564	189
PF03542	555	903	564	349
PF08606	67	134	565	68
PF00400	382	420	565	39
PF00400	338	378	565	41
PF04564	2	57	565	56
PF00400	465	503	565	39
PF00400	296	329	565	34
PF00400	254	292	565	39
PF03999	16	477	566	462
PF08567	16	97	567	82
PF03909	180	237	567	58
PF06244	131	214	568	84
PF02953	7	69	569	63
PF00069	34	285	570	252
PF00271	419	527	571	109
PF00270	205	385	571	181
PF07426	6	170	572	165
PF00071	15	175	573	161
PF01023	5	49	574	45
PF00036	54	82	574	29
PF07714	510	781	575	272
PF18613	417	438	575	22
PF16920	151	192	575	42
PF12796	1467	1560	576	94
PF16553	1634	1747	576	114
PF15808	1202	1414	576	213
PF04970	6	126	577	121
PF00203	43	128	578	86
PF01080	76	457	579	382
PF00271	334	477	580	144
PF04408	539	627	580	89
PF07717	689	765	580	77
PF00270	141	301	580	161
PF02229	64	116	581	53
PF09026	499	598	582	100
PF04218	2	56	582	55
PF03221	74	136	582	63
PF03184	222	384	582	163
PF02779	32	209	583	178
PF02780	226	349	583	124
PF04062	1	173	584	173
PF00227	5	190	585	186
PF02882	183	308	586	126
PF01268	360	978	586	619
PF00763	69	180	586	112
PF07650	20	96	587	77
PF00189	105	188	587	84
PF10373	171	431	588	261
PF10374	55	169	588	115
PLD76	711	770	588	60
PF07679	582	671	589	90
PLD92	156	215	590	60
PF13671	1836	1997	590	162
PF00412	416	473	591	58
PF00412	476	532	591	57
PF00412	536	600	591	65
PF07732	808	909	592	102
PF07731	947	1068	592	122
PF07732	441	564	592	124
PF07731	291	367	592	77
PF07732	98	210	592	113
PF00312	107	188	593	82
PF00118	28	535	594	508
PF16418	500	656	595	157
PF16415	1087	1313	595	227
PF12842	1387	1534	595	148
PF16417	813	1004	595	192
PF04054	1998	2357	595	360
PF08711	26	79	596	54
PF07500	183	295	596	113
PF01096	308	346	596	39
PF04564	253	327	597	75
PF08783	4	76	597	73
PF13696	156	176	597	21
PF00153	63	152	598	90
PF00153	161	249	598	89
PF00153	259	343	598	85
PF00270	222	441	599	220
PF00271	490	600	599	111
PF01150	40	471	600	432
PF17846	272	610	601	339
PF18334	848	935	601	88
PF18332	646	845	601	200
PF18129	1101	1171	601	71
PF03159	1	227	601	227
PF17681	251	552	602	302
PF04130	555	886	602	332
PF00557	167	466	603	300
PF01869	7	284	604	278
PF01253	111	183	605	73
PF03465	271	370	606	100
PF03464	136	268	606	133
PF03463	1	129	606	129
PF01602	32	583	607	552
PF06375	661	807	607	147
PF00270	31	207	608	177
PF00271	243	380	608	138
PF10036	2	244	609	243
PF01230	61	158	610	98
PF05300	52	174	611	123
PF01791	49	299	612	251
PF02792	7	148	613	142
PF14608	701	717	614	17
PF14608	621	639	614	19
PF14608	601	618	614	18
PF14608	640	656	614	17
PF14608	681	698	614	18
PF10075	31	171	615	141
PF00856	33	352	616	320
PF01798	168	397	617	230
PF08156	2	66	617	65
PF00152	166	608	618	443
PF02938	356	452	618	97
PF01336	66	149	618	84
PF07678	948	1264	619	317
PF07703	459	607	619	149
PF17789	350	445	619	96
PF00207	738	828	619	91
PF01835	128	221	619	94
PF17791	223	313	619	91
PF07677	1374	1464	619	91
PF02170	232	366	620	135
PF16487	430	512	620	83
PF02171	518	819	620	302
PF16488	375	421	620	47
PF16486	28	167	620	140
PF08699	177	227	620	51
PF02824	290	363	621	74
PF01926	64	181	621	118
PF16897	184	289	621	106
PF01246	1	66	622	66
PF01199	1	96	623	96
PF00676	63	360	624	298
PF13499	116	181	625	66
PF13405	185	218	625	34
PLD90	55	114	625	60
PF01798	99	330	626	232
PF09785	337	465	626	129
PF07679	162	248	627	87
PF07714	481	757	627	277
PF07679	260	359	627	100
PF13927	38	110	627	73
PF02985	440	470	628	31
PF12348	856	1075	628	220
PF12348	1231	1425	628	195
PF00628	317	366	629	50
PF12148	132	284	629	153
PF00240	3	76	629	74
PF02182	417	586	629	170
PF00397	201	230	630	30
PF00651	190	297	631	108
PF00917	49	163	631	115
PF15266	182	349	632	168
PF17069	1	290	633	290
PF12580	777	964	634	188
PF00082	35	500	634	466
PF01929	46	120	635	75
PF00400	259	298	636	40
PF00400	302	340	636	39
PF00400	86	125	636	40
PF00400	133	170	636	38
PF00400	174	212	636	39
PF00400	216	254	636	39
PF00400	45	83	636	39
PF00642	167	191	637	25
PF00642	33	57	637	25
PF18044	6	27	637	22
PF14608	326	348	637	23
PF00097	238	291	637	54
PF01851	441	474	638	34
PF01851	476	510	638	35
PF01851	511	545	638	35
PF18004	786	925	638	140
PF13646	599	692	638	94
PF13085	41	148	639	108
PF13534	185	258	639	74
PF00989	90	188	640	99
PF11413	551	581	640	31
PF08447	252	339	640	88
PF08778	789	825	640	37
PF19057	629	778	641	150
PF19056	886	1368	641	483
PF00621	425	606	641	182
PF06984	64	149	642	86
PF00400	104	142	643	39
PF08154	17	77	643	61
PF00400	236	273	643	38
PF00400	404	442	643	39
PF00400	146	184	643	39
PF00400	446	484	643	39
PF00400	362	400	643	39
PF00400	189	232	643	44
PF00069	38	290	644	253
PF11916	542	720	645	179
PF12755	67	163	645	97
PF00191	276	341	646	66
PF00191	359	425	646	67
PF00191	435	500	646	66
PF00191	204	269	646	66
PLD97	88	147	646	60
PF00297	113	340	647	228
PF00297	1	118	647	118
PF10584	3	25	648	23
PF00227	26	211	648	186
PF00400	157	194	649	38
PF00400	115	154	649	40
PF04003	473	577	649	105
PF03998	13	253	650	241
PF01302	127	202	651	76
PF00443	592	893	651	302
PF01302	472	539	651	68
PF16607	307	471	651	165
PF00071	7	180	652	174
PF01652	55	214	653	160
PF00004	344	477	654	134
PF17862	505	547	654	43
PF01434	561	744	654	184
PF06480	146	242	654	97
PF12796	4	64	655	61
PF07714	193	446	655	254
PF12796	63	130	655	68
PF07679	37	129	656	93
PF02158	267	622	656	356
PF00008	182	220	656	39
PF04803	83	214	657	132
PF05327	50	586	658	537
PF03398	12	176	659	165
PF03250	5	146	660	142
PF01424	45	104	661	60
PF07717	971	1067	661	97
PF00270	196	355	661	160
PF00271	607	744	661	138
PF04146	1354	1419	661	66
PF04146	1288	1363	661	76
PF04408	809	928	661	120
PF13409	190	254	662	65
PF13410	275	379	662	105
PF00097	948	986	663	39
PF00271	398	507	664	110
PF00270	189	363	664	175
PF10168	13	740	665	728
PF04280	296	445	666	150
PF04979	45	173	667	129
PF06464	16	105	668	90
PF02008	645	691	668	47
PF01426	755	880	668	126
PF00145	1139	1594	668	456
PF12047	399	534	668	136
PF01426	931	1100	668	170
PF01248	45	139	669	95
PF00903	31	174	670	144
PF00573	80	272	671	193
PF13898	20	315	672	296
PF00270	415	616	673	202
PF00271	650	759	673	110
PF01096	85	123	674	39
PF01459	79	355	675	277
PF06733	231	415	676	185
PF13307	692	850	676	159
PF15297	325	673	677	349
PF16870	869	1014	678	146
PF16078	47	87	678	41
PF00676	256	582	678	327
PF02779	649	866	678	218
PF00400	660	696	679	37
PF00400	196	237	679	42
PF00400	604	642	679	39
PF00400	378	416	679	39
PF00400	48	91	679	44
PF03914	523	731	680	209
PF00076	252	320	681	69
PF00831	7	63	682	57
PF00436	30	140	683	111
PF01096	261	299	684	39
PF07500	136	248	684	113
PF08711	26	77	684	52
PF11894	14	1684	685	1671
PF02167	96	314	686	219
PF00076	75	145	687	71
PF00271	472	582	688	111
PF00013	70	130	688	61
PF00270	266	437	688	172
PF01851	443	479	689	37
PF18051	853	906	689	54
PF17781	56	354	689	299
PF01851	480	514	689	35
PF03607	198	257	690	60
PF03607	71	133	690	63
PF12066	153	262	691	110
PF04959	646	851	691	206
PF03345	46	450	692	405
PF00071	10	171	693	162
PF03477	1	89	694	89
PF02867	216	738	694	523
PF00317	141	213	694	73
PF05826	44	134	695	91
PF13417	18	90	696	73
PF13410	101	208	696	108
PF01336	126	206	698	81
PF00152	222	574	698	353
PF03256	232	393	699	162
PF00632	562	852	699	291
PF17047	114	291	700	178
PF00168	306	410	700	105
PF00168	769	878	700	110
PF00168	445	564	700	120
PF01775	7	130	701	124
PF01217	12	153	702	142
PF00400	390	429	703	40
PF00400	299	336	703	38
PF00400	433	471	703	39
PF00400	345	386	703	42
PF12894	218	279	703	62
PF07653	797	850	704	54
PF00018	873	920	704	48
PF02208	370	411	704	42
PF14604	1238	1288	704	51
PF00929	975	1147	705	173
PF13423	517	898	705	382
PF05706	1	168	706	168
PF00400	23	61	707	39
PF18101	742	879	708	138
PF00071	8	169	709	162
PF13410	109	206	710	98
PF13417	26	101	710	76
PF14551	13	104	711	92
PF17207	110	245	711	136
PF17855	566	653	711	88
PF00493	280	505	711	226
PF13424	445	511	712	67
PF16741	574	616	713	43
PF06058	13	129	713	117
PF00616	1025	1237	714	213
PF03836	1452	1581	714	130
PF00307	44	161	714	118
PF00612	837	856	714	20
PF00612	747	766	714	20
PF00612	776	796	714	21
PF00612	806	826	714	21
PF01922	17	115	715	99
PF12701	8	82	716	75
PF09532	247	350	716	104
PF03096	34	316	717	283
PF00085	368	472	718	105
PF13848	161	345	718	185
PF00085	25	131	718	107
PF08603	318	473	719	156
PF01213	5	62	719	58
PF13181	256	285	720	30
PF13181	395	428	720	34
PF00271	373	528	721	156
PF13234	582	841	721	260
PF08148	867	1037	721	171
PF00270	141	292	721	152
PF03725	155	220	722	66
PF01138	21	152	722	132
PF00350	61	221	723	161
PF16880	24	56	723	33
PF12763	439	535	723	97
PF18150	288	394	723	107
PF00995	29	579	724	551
PF03725	191	258	725	68
PF01138	31	166	725	136
PF01221	5	88	726	84
PF05856	1	167	727	167
PF09398	54	134	728	81
PF04000	18	98	729	81
PF00235	2	137	730	136
PF04824	492	546	731	55
PF04825	1	116	731	116
PF06544	544	673	732	130
PF01480	9	78	732	70
PF08572	308	521	732	214
PF01805	785	837	733	53
PF01585	1011	1055	733	45
PF03256	4	183	734	180
PF05915	2	118	735	117
PF00013	197	262	736	66
PF00013	407	472	736	66
PF00076	83	150	736	68
PF00013	489	555	736	67
PF00013	278	345	736	68
PF00076	4	69	736	66
PF00725	216	313	737	98
PF02737	29	214	737	186
PF13923	160	199	738	40
PF16207	305	369	738	65
PF04427	36	285	739	250
PF04988	414	549	740	136
PF00415	137	187	741	51
PF00415	312	360	741	49
PF00415	85	134	741	50
PF00415	34	82	741	49
PF00415	258	309	741	52
PF00415	190	255	741	66
