uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
O15446,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:24219,POLR1G,RNA polymerase I subunit G,10849.0
O15479,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:6809,MAGEB2,MAGE family member B2,4113.0
O15484,Homo sapiens," postsynaptic density, pml nuclear body",client,drllps,HGNC:1482,CAPN5,calpain 5,726.0
O15520,Homo sapiens,stress granule,regulator,drllps,HGNC:3666,FGF10,fibroblast growth factor 10,2255.0
O15523,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:2699,DDX3Y,DEAD-box helicase 3 Y-linked,8653.0
O15524,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:19383,SOCS1,suppressor of cytokine signaling 1,8651.0
O15527,Homo sapiens," centrosome/spindle pole body,  stress granule, nuclear speckle, nucleus speckles","component, client","drllps, phasepdb_uniprot",HGNC:8125,OGG1,8-oxoguanine DNA glycosylase,4968.0
O15530,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8816,PDPK1,3-phosphoinositide dependent protein kinase 1,5170.0
O15535,Homo sapiens,others,client,drllps,HGNC:12984,ZSCAN9,zinc finger and SCAN domain containing 9,7746.0
O15540,Homo sapiens,postsynaptic density,client,drllps,HGNC:3562,FABP7,fatty acid binding protein 7,2173.0
O15550,Homo sapiens,nucleolus,component,phasepdb_rev,HGNC:12637,KDM6A,lysine demethylase 6A,7403.0
O43143,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:2738,DHX15,DEAH-box helicase 15,1665.0
O43148,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:10075,RNMT,RNA guanine-7 methyltransferase,8731.0
O43159,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:29030,RRP8,ribosomal RNA processing 8,23378.0
O43172,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:17349,PRPF4,pre-mRNA processing factor 4,9128.0
O43175,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:8923,PHGDH,phosphoglycerate dehydrogenase,26227.0
O43237,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2966,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2,1783.0
O43242,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:9560,PSMD3,"proteasome 26S subunit, non-ATPase 3",5709.0
O43251,Homo sapiens," others, stress granule",client,drllps,HGNC:9906,RBFOX2,RNA binding fox-1 homolog 2,23543.0
O43252,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8603,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,9061.0
O43283,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6852,MAP3K13,mitogen-activated protein kinase kinase kinase 13,9175.0
O43293,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:2676,DAPK3,death associated protein kinase 3,1613.0
O43295,Homo sapiens,postsynaptic density,client,drllps,HGNC:19744,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,9901.0
O43301,Homo sapiens,postsynaptic density,client,drllps,HGNC:19022,HSPA12A,heat shock protein family A (Hsp70) member 12A,259217.0
O43303,Homo sapiens," stress granule, centrosome/spindle pole body, stress granule","component, client","drllps, phasepdb_ht",HGNC:24342,CCP110,centriolar coiled-coil protein 110,9738.0
O43306,Homo sapiens,p-body,component,phasepdb_ht,HGNC:237,ADCY6,adenylate cyclase 6,112.0
O43309,Homo sapiens,"pml body, pml nuclear body","component, client","drllps, phasepdb_ht",HGNC:13172,ZSCAN12,zinc finger and SCAN domain containing 12,9753.0
O43313,Homo sapiens,dna damage foci,client,drllps,HGNC:29034,ATMIN,ATM interactor,23300.0
O43324,Homo sapiens,nucleolus,client,drllps,HGNC:3212,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,9521.0
O43347,Homo sapiens," stress granule, p-body, stress granule","regulator, component","drllps, phasepdb_ht",HGNC:7330,MSI1,musashi RNA binding protein 1,4440.0
O43379,Homo sapiens," stress granule, centrosome/spindle pole body",regulator,drllps,HGNC:24502,WDR62,WD repeat domain 62,284403.0
O43390,Homo sapiens," p-body,  stress granule, nucleolus, p-body, paraspeckle, rnp granules","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:5047,HNRNPR,heterogeneous nuclear ribonucleoprotein R,10236.0
O43395,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:17348,PRPF3,pre-mRNA processing factor 3,9129.0
O43396,Homo sapiens,postsynaptic density,client,drllps,HGNC:12436,TXNL1,thioredoxin like 1,9352.0
O43423,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:16675,ANP32C,acidic nuclear phosphoprotein 32 family member C,23520.0
O43426,Homo sapiens,postsynaptic density,client,drllps,HGNC:11503,SYNJ1,synaptojanin 1,8867.0
O43432,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:3298,EIF4G3,eukaryotic translation initiation factor 4 gamma 3,8672.0
O43447,Homo sapiens,"nucleolus, nucleus speckles, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14651,PPIH,peptidylprolyl isomerase H,10465.0
O43463,Homo sapiens,others,client,drllps,HGNC:11479,SUV39H1,suppressor of variegation 3-9 homolog 1,6839.0
O43474,Homo sapiens,paraspeckle,"component, client","drllps, phasepdb_ht",HGNC:6348,KLF4,Kruppel like factor 4,9314.0
O43482,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:20300,OIP5,Opa interacting protein 5,11339.0
O43488,Homo sapiens,postsynaptic density,client,drllps,HGNC:389,AKR7A2,aldo-keto reductase family 7 member A2,8574.0
O43491,Homo sapiens,postsynaptic density,client,drllps,HGNC:3379,EPB41L2,erythrocyte membrane protein band 4.1 like 2,2037.0
O43497,Homo sapiens,stress granule,regulator,drllps,HGNC:1394,CACNA1G,calcium voltage-gated channel subunit alpha1 G,8913.0
O43504,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:17955,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",10542.0
O43520,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3706,ATP8B1,ATPase phospholipid transporting 8B1,5205.0
O43526,Homo sapiens,postsynaptic density,client,drllps,HGNC:6296,KCNQ2,potassium voltage-gated channel subfamily Q member 2,3785.0
O43541,Homo sapiens,stress granule,regulator,drllps,HGNC:6772,SMAD6,SMAD family member 6,4091.0
O43561,Homo sapiens," lat signalosome, -nan-, droplet, membrane clusters, null_phasepdb_rev, tcr signalosome","driver, component","drllps, phasepdb_rev, phasepro",HGNC:18874,LAT,linker for activation of T cells,27040.0
O43566,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9996,RGS14,regulator of G protein signaling 14,10636.0
O43581,Homo sapiens,postsynaptic density,client,drllps,HGNC:11514,SYT7,synaptotagmin 7,9066.0
O43583,Homo sapiens,nucleolus,client,drllps,HGNC:2769,DENR,density regulated re-initiation and release factor,8562.0
O43602,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2714,DCX,doublecortin,1641.0
O43615,Homo sapiens,nucleolus,client,drllps,HGNC:17316,TIMM44,translocase of inner mitochondrial membrane 44,10469.0
O43617,Homo sapiens,postsynaptic density,client,drllps,HGNC:19942,TRAPPC3,trafficking protein particle complex subunit 3,27095.0
O43623,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11094,SNAI2,snail family transcriptional repressor 2,6591.0
O43660,Homo sapiens," nucleolus,  stress granule, nuclear speckle, nucleolus, nucleus speckles","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:9089,PLRG1,pleiotropic regulator 1,5356.0
O43663,Homo sapiens,"pcg body, polycomb body","component, client","drllps, phasepdb_rev",HGNC:9341,PRC1,protein regulator of cytokinesis 1,9055.0
O43670,Homo sapiens," nucleolus,  others,  spindle apparatus, droplet, nucleolus, null_phasepdb_rev","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:12998,ZNF207,zinc finger protein 207,7756.0
O43678,Homo sapiens,postsynaptic density,client,drllps,HGNC:7685,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,4695.0
O43684,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:1151,BUB3,BUB3 mitotic checkpoint protein,9184.0
O43688,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9230,PLPP2,phospholipid phosphatase 2,8612.0
O43707,Homo sapiens,"postsynaptic density, rnp granules","component, client","drllps, phasepdb_ht",HGNC:166,ACTN4,actinin alpha 4,81.0
O43709,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:16405,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,114049.0
O43734,Homo sapiens," others, p-body",regulator,drllps,HGNC:1343,TRAF3IP2,TRAF3 interacting protein 2,10758.0
O43739,Homo sapiens,postsynaptic density,client,drllps,HGNC:9504,CYTH3,cytohesin 3,9265.0
O43781,Homo sapiens," liquid-like dyrk3 speckles,  spindle apparatus,  stress granule, cytoplasmic stress granule, nuclear speckle, nucleus speckles, null_phasepdb_ht, null_phasepdb_rev, null_phasepdb_uniprot, stress granule","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepdb_uniprot, phasepro",HGNC:3094,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,8444.0
O43791,Homo sapiens," nuclear protein granule,  spop/daxx body, droplet, nuclear body, nucleus speckles","driver, component","drllps, phasepdb_rev, phasepro",HGNC:11254,SPOP,speckle type BTB/POZ protein,8405.0
O43795,Homo sapiens,postsynaptic density,client,drllps,HGNC:7596,MYO1B,myosin IB,4430.0
O43805,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:11321,SSNA1,SS nuclear autoantigen 1,8636.0
O43809,Homo sapiens,"nucleolus, paraspeckle","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:13870,NUDT21,nudix hydrolase 21,11051.0
O43813,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:6508,LANCL1,LanC like 1,10314.0
O43815,Homo sapiens,nucleolus,client,drllps,HGNC:11424,STRN,striatin,6801.0
O43818,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:16829,RRP9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",9136.0
O43823,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:378,AKAP8,A-kinase anchoring protein 8,10270.0
O43837,Homo sapiens,nucleolus,client,drllps,HGNC:5385,IDH3B,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,3420.0
O43865,Homo sapiens,postsynaptic density,client,drllps,HGNC:344,AHCYL1,adenosylhomocysteinase like 1,10768.0
O43924,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8788,PDE6D,phosphodiesterase 6D,5147.0
O43933,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8850,PEX1,peroxisomal biogenesis factor 1,5189.0
O60216,Homo sapiens," stress granule, nucleolus",client,drllps,HGNC:9811,RAD21,RAD21 cohesin complex component,5885.0
O60218,Homo sapiens,nucleolus,client,drllps,HGNC:382,AKR1B10,aldo-keto reductase family 1 member B10,57016.0
O60220,Homo sapiens,nucleolus,client,drllps,HGNC:11817,TIMM8A,translocase of inner mitochondrial membrane 8A,1678.0
O60229,Homo sapiens,postsynaptic density,client,drllps,HGNC:4814,KALRN,kalirin RhoGEF kinase,8997.0
O60237,Homo sapiens," stress granule, null_phasepdb_ht, p-body",regulator,"drllps, phasepdb_ht",HGNC:7619,PPP1R12B,protein phosphatase 1 regulatory subunit 12B,4660.0
O60239,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:10827,SH3BP5,SH3 domain binding protein 5,9467.0
O60256,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9467,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,5636.0
O60260,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:8607,PRKN,parkin RBR E3 ubiquitin protein ligase,5071.0
O60264,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:11101,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",8467.0
O60268,Homo sapiens,postsynaptic density,client,drllps,HGNC:29058,KIAA0513,KIAA0513,9764.0
O60269,Homo sapiens,"pml body, pml nuclear body","component, client","drllps, phasepdb_ht",HGNC:23730,GPRIN2,G protein regulated inducer of neurite outgrowth 2,9721.0
O60282,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:6325,KIF5C,kinesin family member 5C,3800.0
O60287,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:17344,URB1,URB1 ribosome biogenesis homolog,9875.0
O60293,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:28328,ZFC3H1,zinc finger C3H1-type containing,196441.0
O60299,Homo sapiens,postsynaptic density,client,drllps,HGNC:30139,LZTS3,leucine zipper tumor suppressor family member 3,9762.0
O60306,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:29513,AQR,aquarius intron-binding spliceosomal factor,9716.0
O60307,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:19036,MAST3,microtubule associated serine/threonine kinase 3,23031.0
O60308,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:24866,CEP104,centrosomal protein 104,9731.0
O60313,Homo sapiens,postsynaptic density,client,drllps,HGNC:8140,OPA1,OPA1 mitochondrial dynamin like GTPase,4976.0
O60318,Homo sapiens,nuclear pore complex,component,phasepdb_uniprot,HGNC:6946,MCM3AP,minichromosome maintenance complex component 3 associated protein,8888.0
O60331,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:8996,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,23396.0
O60333,Homo sapiens," postsynaptic density,  stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:16636,KIF1B,kinesin family member 1B,23095.0
O60341,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:29079,KDM1A,lysine demethylase 1A,23028.0
O60447,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:3501,EVI5,ecotropic viral integration site 5,7813.0
O60479,Homo sapiens,paraspeckle,component,phasepdb_rev,HGNC:2916,DLX3,distal-less homeobox 3,1747.0
O60488,Homo sapiens,postsynaptic density,client,drllps,HGNC:3571,ACSL4,acyl-CoA synthetase long chain family member 4,2182.0
O60493,Homo sapiens,postsynaptic density,client,drllps,HGNC:11174,SNX3,sorting nexin 3,8724.0
O60500,Homo sapiens," actin cortical patch,  arp2/3 protein complex,  others, droplet, membrane cluster, membrane clusters, null_phasepdb_rev","driver, component","drllps, phasepdb_rev, phasepro",HGNC:7908,NPHS1,"NPHS1 adhesion molecule, nephrin",4868.0
O60504,Homo sapiens,stress granule,client,drllps,HGNC:30907,SORBS3,sorbin and SH3 domain containing 3,10174.0
O60506,Homo sapiens," p-body,  postsynaptic density,  stress granule, nucleolus, p-body, rnp granules, stress granule","component, client","drllps, phasepdb_ht",HGNC:16918,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,10492.0
O60518,Homo sapiens,nucleolus,client,drllps,HGNC:9851,RANBP6,RAN binding protein 6,26953.0
O60563,Homo sapiens,"droplet, nuclear speckle, transcription factories","driver, component","drllps, phasepdb_rev, phasepro",HGNC:1599,CCNT1,cyclin T1,904.0
O60573,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:3293,EIF4E2,eukaryotic translation initiation factor 4E family member 2,9470.0
O60641,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:14986,SNAP91,synaptosome associated protein 91,9892.0
O60645,Homo sapiens,postsynaptic density,client,drllps,HGNC:30378,EXOC3,exocyst complex component 3,11336.0
O60658,Homo sapiens,postsynaptic density,client,drllps,HGNC:8793,PDE8A,phosphodiesterase 8A,5151.0
O60684,Homo sapiens,stress granule,client,drllps,HGNC:6399,KPNA6,karyopherin subunit alpha 6,23633.0
O60688,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:12845,YPEL1,yippee like 1,29799.0
O60716,Homo sapiens," postsynaptic density,  stress granule, centrosome/spindle pole body",client,drllps,HGNC:2515,CTNND1,catenin delta 1,1500.0
O60729,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:1719,CDC14B,cell division cycle 14B,8555.0
O60739,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:30792,EIF1B,eukaryotic translation initiation factor 1B,10289.0
O60749,Homo sapiens,postsynaptic density,client,drllps,HGNC:11173,SNX2,sorting nexin 2,6643.0
O60760,Homo sapiens,stress granule,regulator,drllps,HGNC:17890,HPGDS,hematopoietic prostaglandin D synthase,27306.0
O60763,Homo sapiens,postsynaptic density,client,drllps,HGNC:30904,USO1,USO1 vesicle transport factor,8615.0
O60812,Homo sapiens,p-body,"component, client","drllps, phasepdb_ht",HGNC:29295,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C like 1,343069.0
O60814,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:13954,H2BC12,H2B clustered histone 12,85236.0
O60825,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8873,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",5208.0
O60826,Homo sapiens,postsynaptic density,client,drllps,HGNC:28909,CCDC22,coiled-coil domain containing 22,28952.0
O60828,Homo sapiens," stress granule, nucleolus, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:9330,PQBP1,polyglutamine binding protein 1,10084.0
O60832,Homo sapiens," others,  stress granule, cajal body, nucleolus","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:2890,DKC1,dyskerin pseudouridine synthase 1,1736.0
O60841,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:30793,EIF5B,eukaryotic translation initiation factor 5B,9669.0
O60861,Homo sapiens,postsynaptic density,client,drllps,HGNC:4169,GAS7,growth arrest specific 7,8522.0
O60869,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:3164,EDF1,endothelial differentiation related factor 1,8721.0
O60870,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:6327,KIN,Kin17 DNA and RNA binding protein,22944.0
O60884,Homo sapiens,postsynaptic density,client,drllps,HGNC:14884,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,10294.0
O60885,Homo sapiens," nuclear bodies that occur at super enhancers in mescs,  nuclear body, droplet, enhanceosome, transcription factories","driver, component","drllps, phasepdb_rev, phasepro",HGNC:13575,BRD4,bromodomain containing 4,23476.0
O60927,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9285,PPP1R11,protein phosphatase 1 regulatory inhibitor subunit 11,6992.0
O60930,Homo sapiens,stress granule,client,drllps,HGNC:18466,RNASEH1,ribonuclease H1,246243.0
O60934,Homo sapiens,"centrosome/spindle pole body, pml body","component, client","drllps, phasepdb_uniprot",HGNC:7652,NBN,nibrin,4683.0
O60936,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:7869,NOL3,nucleolar protein 3,8996.0
O75051,Homo sapiens,postsynaptic density,client,drllps,HGNC:9100,PLXNA2,plexin A2,5362.0
O75061,Homo sapiens,postsynaptic density,client,drllps,HGNC:15469,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,9829.0
