uniprot,start,end
Q9NXG0,493,529
Q9NXG0,865,917
Q12860,693,717
Q02246,694,720
Q02246,894,919
P78357,1319,1384
Q9UHC6,1026,1045
Q8N137,1,34
Q8N137,110,140
Q8N137,471,493
Q8N137,568,597
Q8N137,669,704
Q8N137,772,799
Q8N137,837,903
Q7Z7A1,1,33
Q7Z7A1,1150,1241
Q7Z7A1,2288,2325
P02452,98,1214
P01024,954,973
Q14055,26,518
Q14055,554,663
Q96JB2,504,543
P38432,125,330
P38432,352,389
P35606,837,870
P48444,168,188
Q9Y678,1,21
Q9P299,1,34
P31146,403,432
Q9BR76,408,444
P10606,25,44
O43303,611,633
O43303,949,992
Q9UPN4,1,155
Q9UPN4,220,258
Q9UPN4,301,429
Q9UPN4,1047,1083
Q66GS9,1114,1140
Q9BV73,1273,1308
Q9BV73,1699,1725
Q9BV73,1820,1839
Q9BV73,2223,2244
Q9BV73,2307,2345
Q9BV73,2416,2442
Q9BZB8,162,195
Q7Z5Q1,1,103
Q7Z5Q1,118,140
Q8NE35,1,114
Q8NE35,158,208
Q17RY0,20,49
Q17RY0,78,133
Q17RY0,218,329
Q9HCH3,562,593
Q10570,404,435
Q10570,546,570
Q10570,715,777
Q10570,901,921
Q9P2I0,407,449
O95639,173,199
Q16630,169,411
Q16630,477,551
Q8N684,33,69
Q8N684,176,220
Q8N684,409,471
Q8NEP4,1,228
Q8NEP4,340,397
Q7Z4B0,84,112
O75177,72,162
O75177,192,280
O75177,311,396
P52943,98,119
P46109,184,234
Q96RY5,1,165
Q96RY5,450,541
Q96RY5,581,666
Q96RY5,757,827
Q96RY5,976,1034
Q96RY5,1055,1092
Q96RY5,1115,1157
Q9BZJ0,81,106
Q9BZJ0,827,848
Q5TZA2,464,518
Q5TZA2,1184,1226
Q5TZA2,1443,1575
Q5TZA2,1962,2017
Q9BUF7,87,120
Q16526,552,586
P02511,146,175
P07333,918,950
Q8WXD9,348,373
Q8WXD9,387,406
Q8WXD9,421,447
Q8WXD9,630,977
Q8WXD9,1014,1039
Q8WXD9,1072,1377
Q8WXD9,1390,1416
O14936,574,610
Q13098,465,491
Q9UNS2,402,423
Q9UBW8,227,275
Q9H9Q2,223,264
P13611,420,439
P13611,603,622
P13611,807,829
P13611,1126,1154
P13611,1277,1316
P13611,1420,1497
P13611,1510,1539
P13611,1717,1741
P13611,1759,1789
P13611,1962,1994
P13611,2107,2135
P13611,2168,2188
P13611,2370,2396
P13611,2445,2473
P13611,2493,2518
P13611,2598,2617
P13611,2834,2856
P13611,2881,2905
P13611,3371,3396
Q1MSJ5,189,244
Q1MSJ5,381,403
Q1MSJ5,735,757
Q1MSJ5,813,853
Q1MSJ5,913,932
Q1MSJ5,1114,1147
Q1MSJ5,1233,1256
P33240,206,243
P33240,340,409
P33240,508,532
Q9H0L4,203,241
Q9H0L4,262,418
Q9H0L4,542,573
Q96C57,1,79
Q96C57,126,262
Q9P2B4,387,430
Q9P2B4,463,490
Q9P2B4,511,609
Q8WYA6,1,49
Q13363,408,440
Q8NI51,24,55
Q8NI51,221,250
Q8NI51,569,630
P49711,180,211
P49711,573,717
Q9Y5B0,328,589
Q9Y5B0,730,752
Q9Y5B0,780,949
Q9GZU7,1,33
Q99708,292,325
Q99708,419,464
Q99708,704,723
Q99708,873,897
P35221,864,894
P26232,912,939
P35222,34,57
P35222,705,781
O60716,855,944
Q9UQB3,1,51
Q9UQB3,87,117
Q9UQB3,134,242
Q9UQB3,256,312
Q9UQB3,432,483
Q9UQB3,514,542
Q9UQB3,1042,1077
O14578,1290,1310
O14578,1322,1351
O14578,1905,2012
Q05D32,1,140
Q05D32,220,240
Q9UPY3,409,433
Q68CQ4,1,159
Q9UNQ2,1,21
Q9P265,31,167
Q9P265,179,201
Q9P265,217,246
Q9NRI5,1,24
Q9NRI5,179,205
Q9NRI5,221,257
Q9NRI5,278,323
Q9NRI5,716,739
Q155Q3,207,235
Q155Q3,482,509
Q155Q3,556,594
Q8TBM8,55,94
Q8TBM8,219,241
Q9NVM6,79,145
Q5F1R6,279,311
Q5F1R6,327,474
Q5F1R6,502,531
O60832,443,514
Q12959,662,696
Q92796,33,101
P78352,15,35
O14490,150,203
O14490,349,371
O14490,899,965
Q9P1A6,32,87
Q9P1A6,241,301
Q9P1A6,442,465
Q9P1A6,609,666
Q9P1A6,719,746
Q9P1A6,977,1021
O95886,1,20
O95886,52,95
O95886,136,169
O95886,182,291
O95886,400,429
O95886,537,581
O95886,741,790
O95886,908,940
Q9Y2H0,1,30
Q9Y2H0,47,66
Q9Y2H0,157,206
Q9Y2H0,342,396
Q9Y2H0,527,751
Q9Y2H0,763,798
Q9Y2H0,915,992
O60479,20,39
O60479,195,287
Q6E0U4,153,351
Q09019,31,92
Q09019,103,122
Q09019,384,419
Q09019,456,516
Q09019,532,573
Q09019,637,674
Q8TDJ6,417,480
Q8TDJ6,932,959
Q8TDJ6,1927,1952
Q8TDJ6,1999,2033
P31689,352,397
O60884,366,412
Q96EY1,443,471
P25686,70,90
P25686,218,324
O75190,249,326
O75937,181,253
P18858,1,270
P49916,224,256
P49916,842,917
O00429,523,590
P26358,103,349
P26358,699,729
P26358,1095,1130
Q96BY6,158,177
Q96BY6,1290,1313
Q14185,1619,1716
Q14185,1732,1865
Q92608,1651,1704
Q8IZD9,1641,1662
Q8IZD9,1734,1771
Q8IZD9,1849,1927
Q8IZD9,1951,2030
Q9H7D0,1679,1702
Q9H7D0,1772,1870
Q9BZ29,290,313
Q9BZ29,1241,1282
Q99704,270,293
Q99704,307,329
Q99704,404,481
Q9NYP3,1,110
Q9UKG1,397,434
Q9UKG1,467,491
Q9UKG1,645,709
Q8NEU8,643,664
Q9NRF9,93,147
P42658,1,88
Q7Z7J5,36,61
Q14194,513,572
Q16555,512,537
Q14195,506,570
Q16643,208,420
Q16643,477,502
Q16643,538,620
Q02413,485,534
Q02413,1014,1035
P55265,208,238
P55265,258,286
P55265,574,610
Q96EV8,285,351
Q9NZJ0,188,210
Q9NZJ0,399,443
Q9NZJ0,465,498
Q9NZJ0,599,631
Q9NZJ0,644,703
Q9Y4J8,556,575
Q8TDB6,96,119
Q8TDB6,195,231
Q8TDB6,524,551
Q68J44,1,29
O75319,53,79
Q9BY84,321,368
Q9BY84,449,505
Q9BY84,597,665
Q16828,176,203
Q99956,348,384
P33316,78,104
O14641,92,254
O14641,558,675
Q92997,85,235
Q92997,546,691
O00148,1,34
Q13838,1,31
Q14204,2390,2411
Q05193,767,864
P50570,741,870
Q9UQ16,747,869
Q13627,32,57
Q13627,115,136
Q13627,408,442
Q13627,485,540
Q13627,596,679
Q13627,744,763
Q92630,1,24
O43781,1,27
O43781,97,137
Q9NR20,1,32
Q9NR20,404,467
Q86YF9,643,768
Q86YF9,796,867
Q86Y13,10,38
Q86Y13,637,698
Q86Y13,1088,1145
Q03001,2316,2346
Q03001,2383,2441
Q03001,2585,2616
Q03001,3190,3221
Q03001,7358,7379
Q03001,7395,7452
Q03001,7481,7570
Q9BQI3,1,40
Q9BQI3,259,301
P19525,202,222
Q9NZJ5,77,101
Q9NZJ5,550,571
Q9NZJ5,841,863
Q9NZJ5,1090,1116
O43491,1,80
O43491,93,196
O43491,652,800
Q9Y2J2,1,43
Q9Y2J2,459,529
Q9Y2J2,541,563
Q9Y2J2,675,715
Q9Y2J2,937,965
Q96JC9,106,268
Q96CJ1,116,154
Q96CJ1,170,234
Q9HAF1,104,191
Q99848,1,20
Q99848,77,99
Q99848,213,306
Q5VYK3,193,217
Q8WWZ3,1,41
Q8WWZ3,62,86
Q96F86,95,192
Q6P2E9,23,42
Q6P2E9,545,565
Q6P2E9,603,628
Q6P2E9,662,702
Q6P2E9,717,741
Q6P2E9,778,808
Q6P2E9,868,946
O60869,33,66
Q15075,1,27
Q15075,473,501
O75530,1,72
Q05639,444,463
P24534,78,115
P29692,118,172
P26641,221,268
Q5JVL4,535,554
Q96C19,13,38
P00533,1097,1137
P01133,1067,1093
P01133,1108,1131
P01133,1177,1207
Q9NZN4,523,543
Q9UI10,1,147
Q9BY44,434,534
Q14152,810,844
Q14152,866,1382
P55884,1,158
Q99613,1,44
Q99613,157,301
Q99613,522,542
Q99613,885,913
O15371,523,548
O00303,1,82
O75821,1,59
O75821,209,234
O15372,1,34
O15372,265,310
O75822,1,108
O75822,217,238
Q9HBU6,26,64
Q12926,1,33
P26378,12,48
Q3SY89,80,262
Q3SY89,457,546
Q15723,146,201
Q99607,140,203
Q99607,302,353
Q99607,493,518
Q99607,582,605
Q99607,635,663
P55199,296,417
P55199,431,504
P15502,615,645
Q14241,1,25
Q14241,103,429
Q14241,444,492
Q14241,700,758
Q8IYF1,80,245
Q8IYF1,261,454
Q8IYF1,477,497
Q8IYF1,650,735
Q8WYP5,1207,1226
Q8WYP5,1280,1357
Q8WYP5,1750,1779
Q8WYP5,1795,1853
Q8WYP5,1907,2129
Q8WYP5,2151,2266
Q5J8M3,20,39
Q96AY2,1,42
Q96AY2,187,233
Q96AY2,372,400
P22413,1,43
Q9UBC2,221,261
Q9UBC2,349,381
Q9UBC2,614,864
Q09472,1,29
Q09472,133,157
Q09472,196,235
Q09472,482,518
Q09472,729,1050
Q09472,1520,1578
Q09472,1833,1924
Q09472,1980,2010
Q09472,2094,2163
Q09472,2186,2237
Q09472,2267,2385
Q5JZY3,322,342
P29323,990,1055
P58107,1,20
P58107,2578,2637
P58107,3114,3168
P58107,3645,3702
P58107,4179,4236
P58107,4715,4769
Q14677,219,331
O75616,271,290
P21860,980,999
P21860,1033,1152
Q15303,1117,1150
Q96RT1,464,489
Q96RT1,506,542
Q96RT1,615,681
Q96RT1,803,867
Q96RT1,997,1021
Q96RT1,1075,1192
O15083,1,44
O15083,918,957
P15170,1,69
Q8IYD1,1,49
Q8IYD1,72,124
Q8IYD1,146,195
P11308,34,56
P11308,72,92
P11308,242,293
Q8IV48,1,48
O75477,325,348
Q9BS26,360,388
Q9H501,74,134
Q9H501,148,328
Q9H501,542,576
Q9H501,640,667
Q9H501,794,827
Q14674,1299,1355
Q14674,1412,1485
Q14674,1507,1561
P03372,146,174
P03372,259,286
P03372,553,573
Q86US8,25,79
Q86US8,99,165
Q86US8,177,405
Q86US8,419,472
Q86US8,854,883
Q9BSJ8,1,48
Q9BSJ8,617,641
Q9BSJ8,924,950
A0FGR8,1,103
A0FGR8,660,754
A0FGR9,1,21
A0FGR9,613,673
O60447,49,80
O60447,98,123
O60447,756,810
Q9UI08,114,133
Q9UI08,141,369
Q01844,123,360
Q01844,448,525
Q01844,547,656
Q9Y2D4,260,280
Q9NV70,439,495
Q9UPT5,239,268
Q8IYI6,137,159
Q8IYI6,285,328
Q9NQT4,1,24
Q5RKV6,1,36
Q06265,335,363
Q06265,390,439
Q01780,776,885
Q99502,1,95
Q99502,240,320
P15311,306,341
P15311,485,564
O95990,105,124
Q9BQ89,117,192
Q9BQ89,236,256
Q8TC76,127,151
Q8TC76,237,256
Q8TC76,317,337
Q1W6H9,1,84
Q1W6H9,111,203
Q9NZB2,374,533
Q9NZB2,921,945
Q9NZB2,1025,1102
Q9NX05,35,113
Q9NX05,508,579
Q9NX05,971,1096
Q5BKY9,19,38
Q5BKY9,70,247
Q3B820,605,660
Q92567,107,126
Q5VUB5,730,759
Q5VUB5,818,890
P78312,247,272
P78312,331,407
P78312,553,586
P78312,626,674
P78312,750,785
P78312,822,841
P78312,859,881
P78312,893,1164
Q96PV7,1,79
Q96PV7,159,192
Q96PV7,210,319
Q96PV7,382,409
Q96PV7,581,655
Q96PV7,679,854
Q9H8W3,1,126
Q9NSI2,1,42
Q9NSI2,155,187
Q96D05,12,58
O60825,1,20
O60825,445,505
Q16875,443,520
Q14320,1,31
Q14320,121,177
Q6NSI3,85,253
Q6NSI3,336,398
Q14153,245,269
Q8TC56,234,265
Q8TC56,407,529
P12259,822,842
P12259,894,927
P12259,982,1001
P12259,1029,1048
P12259,1097,1157
P12259,1341,1367
Q5HYJ3,144,243
Q6ZRV2,484,577
Q6ZRV2,636,669
Q6ZRV2,830,1026
Q6ZRV2,1047,1084
Q6ZRV2,1143,1165
P00451,906,928
P00451,941,961
Q8NCA5,297,415
Q8NCA5,434,518
Q52LJ0,303,433
Q9BXW9,1,37
Q9BXW9,868,906
Q9BXW9,1396,1451
Q05397,1,27
Q05397,684,734
Q05397,839,922
Q14289,701,725
Q8IZU1,1,114
Q8IZU1,186,293
Q8IZU0,1,93
Q9NVI1,1300,1328
Q9Y4F1,1,37
Q9Y4F1,361,534
Q9Y4F1,863,903
Q14296,1,30
P22087,1,87
Q9HCM7,1,86
Q9HCM7,99,315
Q9HCM7,443,462
Q9HCM7,719,753
Q9HCM7,809,880
Q9HCM7,911,961
Q9HCM7,991,1045
Q9UK22,1,41
Q8TF61,85,110
Q8TF61,165,194
Q8TF61,347,542
Q969H0,1,151
Q9Y324,22,47
P39748,327,380
Q99689,1,37
Q99689,175,198
Q9GZV9,172,221
P09038,1,133
P11362,120,154
P11362,778,822
P21802,131,151
P22607,126,153
P22607,764,806
P22455,119,148
Q8N441,123,155
Q8N441,407,435
P02675,44,75
P02679,424,453
Q5HY92,89,111
Q5HY92,196,237
Q5HY92,258,290
Q5HY92,339,457
Q6UN15,1,96
Q6UN15,238,306
Q6UN15,358,594
Q5T1M5,41,66
Q5T1M5,294,349
Q5T1M5,381,433
Q5T1M5,739,761
Q5T1M5,931,1219
Q02790,1,24
Q02790,421,459
Q14318,1,68
Q15007,240,396
Q01543,209,271
Q01543,433,452
Q13045,452,473
Q13045,951,975
O75369,244,267
P21333,1,39
P21333,271,294
P21333,1351,1382
Q14315,1,28
Q14315,1740,1765
Q14315,2240,2260
Q96HJ9,94,113
O95466,1,31
O95466,167,200
O95466,446,474
O95466,510,635
O95466,1008,1037
Q9NZ56,1,104
Q9NZ56,126,189
Q9NZ56,207,475
Q9NZ56,612,663
Q9NZ56,797,1252
Q96PY5,513,597
Q8IVF7,493,541
Q06787,325,349
Q06787,443,632
Q53EP0,185,215
Q53EP0,228,262
Q8TF40,781,817
Q8TF40,912,956
Q96NB1,129,174
P15407,1,34
P15407,68,112
P15407,173,202
P15407,237,271
P15408,1,39
P15408,110,131
P15408,193,242
P15408,289,326
P01100,119,138
P01100,354,380
O75593,1,29
O75593,151,215
O95684,139,218
O95684,232,308
O95684,331,353
Q9BZ67,1,22
Q9BZ67,376,408
O94915,90,109
O94915,878,897
O94915,1476,1498
O94915,2459,2492
O94915,2508,2567
O94915,2636,2660
Q5H9T9,1,43
Q5H9T9,113,139
Q5H9T9,168,232
Q5H9T9,244,718
Q5H9T9,732,751
Q9BTV5,301,336
Q96AE4,1,31
Q96AE4,44,94
Q96AE4,346,365
Q96AE4,447,532
Q96AE4,548,580
Q92945,1,147
Q92945,392,429
Q92945,497,569
Q92945,583,711
Q96I24,426,521
P35637,1,286
P35637,375,424
P35637,444,526
P51114,381,530
P51114,545,621
P51116,389,673
P06241,14,35
Q14332,160,189
Q9H461,155,226
Q9H461,648,668
Q9UM11,28,51
Q9UM11,64,88
Q9UM11,105,166
Q13283,144,172
Q13283,184,243
Q13283,255,329
Q13283,413,466
Q9UN86,139,172
Q9UN86,187,318
Q9UN86,408,482
Q9UBS5,867,892
Q9UBS5,909,961
O75899,763,790
O14976,709,729
O14976,749,788
O14976,801,860
O14976,913,1035
O14976,1047,1150
P22466,46,80
Q14697,181,238
O60318,1,67
O60318,212,247
O60318,266,432
O60318,511,557
O60318,998,1038
Q14C86,574,608
Q14C86,739,820
Q14C86,846,874
Q14C86,889,1023
Q14C86,1043,1064
Q9H4G4,1,21
Q9NY12,1,65
Q9NY12,156,217
O60861,100,171
P15976,297,327
P23771,1,29
P23771,128,180
P23771,194,216
P23771,361,389
P23771,414,443
O75879,26,45
P48169,350,381
P48169,397,435
P48169,451,471
P48169,495,515
P16383,1,228
Q9BSJ2,874,902
Q96CW5,210,241
Q9UGJ1,425,445
Q96RT8,155,203
Q96RT8,521,545
Q96RT7,810,889
Q96RT7,929,951
Q96RT7,1000,1023
Q96RT7,1271,1412
P04150,1,23
P04150,130,183
P04150,394,415
P06396,247,285
Q8TEQ6,715,790
Q8TEQ6,1313,1343
Q8TEQ6,1389,1428
Q9NWZ8,94,130
O75496,1,79
O75496,164,209
Q9NQX3,181,232
Q9NQX3,260,290
Q99684,1,109
Q9NZ52,339,384
Q9NZ52,428,464
O75420,105,423
O75420,621,640
O75420,696,724
O75420,825,879
Q6Y7W6,112,131
Q6Y7W6,147,195
Q6Y7W6,214,247
Q6Y7W6,266,459
Q6Y7W6,733,793
Q6Y7W6,845,866
Q6Y7W6,872,891
Q6Y7W6,917,936
Q6Y7W6,957,997
Q6Y7W6,1009,1048
Q6Y7W6,1084,1112
Q6Y7W6,1195,1230
Q6Y7W6,1246,1271
Q9H1K4,141,160
Q96F15,1,21
O14908,1,54
O14908,223,244
Q9Y2X7,354,416
Q9Y2X7,471,501
Q9Y2X7,572,606
Q53GS7,63,121
Q53GS7,332,375
P10071,1,79
P10071,368,475
P10071,620,728
P10071,863,918
P10071,981,1042
O94925,68,118
O94925,647,669
P14314,234,266
P14314,281,357
P34897,30,51
Q49A26,92,188
Q5JWF2,1,105
Q5JWF2,185,224
Q5JWF2,283,588
Q5JWF2,640,666
Q5JWF2,711,734
P19086,1,26
P36915,1,81
P36915,547,607
Q9NVN8,1,58
Q9BVP2,1,56
Q9BVP2,73,104
Q9BVP2,474,532
Q2TAP0,140,167
Q08379,1,107
Q08379,694,724
Q13439,1,64
Q13439,87,127
Q14789,119,142
Q14789,624,652
Q14789,944,963
Q14789,1747,1829
Q14789,2856,2876
Q14789,2998,3021
Q14789,3107,3140
Q96P66,244,338
Q96P66,476,508
Q5T848,23,66
Q5T848,738,999
Q5T848,1117,1164
P35052,341,374
P35052,505,534
Q9NZH0,349,371
Q86YR5,391,412
Q86YR5,424,492
Q86YR5,610,630
Q86YR5,644,675
Q9NW75,36,119
Q9NW75,232,282
Q9NW75,487,528
Q5T3I0,116,140
Q5T3I0,188,446
O75791,143,244
Q14451,1,97
Q3V6T2,816,842
Q3V6T2,1010,1035
Q3V6T2,1407,1459
Q3V6T2,1559,1601
Q3V6T2,1736,1871
P42261,861,880
O60269,1,94
O60269,118,172
Q7Z2K8,1,859
Q7Z2K8,943,986
Q9Y3R0,754,798
Q9Y3R0,841,860
Q9Y3R0,935,981
Q9Y3R0,1093,1128
P34947,531,590
P41594,937,971
P41594,1010,1056
P41594,1132,1191
P38646,656,679
Q9HAV7,29,56
Q9BQ67,1,38
Q9BQ67,110,141
Q14687,1,155
Q14687,324,385
Q14687,418,465
Q14687,526,579
Q14687,633,675
Q14687,699,720
Q14687,807,858
Q14687,903,930
Q14687,948,981
Q14687,1068,1122
P49840,1,96
P49840,449,483
P49841,1,53
P49841,386,420
Q92896,32,112
P09210,199,222
P78347,241,342
P78347,662,681
P78347,687,714
P78347,816,836
P78347,958,998
P11166,468,492
Q9H116,153,220
Q9H116,243,312
P07305,1,29
P07305,84,194
Q02539,1,43
Q02539,94,215
P16403,1,41
P16403,92,213
P16402,1,43
P16402,90,221
P10412,1,41
P10412,92,219
P16401,1,44
P16401,98,226
Q75WM6,1,54
Q75WM6,124,255
Q92522,22,49
Q92522,107,213
Q96QV6,1,23
P04908,1,22
Q93077,1,22
P20671,1,22
Q99878,1,22
P0C0S8,1,22
Q6FI13,1,21
Q8IUE6,1,22
Q16777,1,22
Q7L7L0,1,22
Q9BTM1,1,22
Q71UI9,1,23
P16104,1,22
P16104,121,143
O75367,128,180
P0C0S5,1,25
P33778,1,35
P62807,1,36
P58876,1,36
O60814,1,36
Q99880,1,36
Q99879,1,36
Q99877,1,36
P23527,1,35
Q16778,1,35
Q16695,1,43
P68431,1,43
P84243,1,43
P62805,1,20
Q5JVS0,42,206
Q5JVS0,227,320
Q5JVS0,360,413
Q75N03,1,61
Q75N03,255,491
P54257,1,83
P54257,258,289
Q13442,1,117
Q13442,151,181
Q9BT25,1,104
Q9BT25,118,143
Q9BT25,353,410
O00165,16,65
O00165,99,262
Q99075,33,56
Q99075,82,104
P08631,1,20
Q13547,390,482
Q92769,389,488
Q9UBN7,1,44
Q9UBN7,445,464
Q9UBN7,842,863
Q9UBN7,994,1047
Q9UKV0,110,139
Q9UKV0,183,249
Q9UKV0,262,304
Q9UKV0,494,536
P42858,14,85
P42858,447,469
P42858,517,583
P42858,653,672
P42858,1176,1225
P42858,2330,2351
P42858,2633,2662
Q9H583,1170,1191
Q9P2P5,341,452
Q9P2P5,489,796
Q9P2P5,1024,1069
Q9P2P5,1161,1187
Q76N89,349,418
Q76N89,459,538
Q76N89,566,672
Q76N89,730,816
Q76N89,894,938
Q9BYK8,9,32
P42694,1117,1141
P42694,1246,1345
P42694,1386,1429
P42694,1527,1552
P42694,1608,1637
P42694,1729,1779
P42694,1792,1843
P42694,1870,1942
Q9UII4,1,28
O95714,50,88
O95714,1555,1575
O95714,1933,1958
O95714,3602,3629
O95714,4804,4834
O14964,223,319
O14964,338,407
O14964,718,777
Q16665,1,30
Q16665,494,520
Q16665,642,688
Q9Y2N7,1,27
Q9Y2N7,354,389
Q9Y2N7,430,452
Q9Y2N7,523,600
Q9Y2N7,619,669
Q9BQA5,431,460
O75146,424,443
O75146,529,549
O75146,582,608
O75146,1016,1060
O00291,1017,1037
Q9H2X6,792,847
Q9H2X6,864,885
Q9H2X6,990,1056
Q6UWX4,643,724
P54198,494,555
P54198,570,589
P54198,604,625
Q14527,336,365
Q6NT76,56,139
Q6NT76,353,385
P17096,1,107
P09429,76,95
P09429,161,215
P26583,52,150
P26583,162,209
O15347,71,97
O15347,161,200
Q8WW32,77,98
P05114,1,100
O75330,1,22
O75330,40,81
P30519,1,29
O60812,137,177
O60812,206,293
O14979,1,83
O14979,96,120
O14979,313,348
O14979,398,420
Q9BUJ2,35,205
Q9BUJ2,595,811
P07910,139,190
P07910,221,306
Q8WVV9,1,71
Q14103,1,92
P61978,1,37
P61978,250,329
P14866,1,100
P14866,284,378
P52272,1,62
O60506,497,623
O43390,1,24
O43390,412,456
O43390,501,633
Q00839,41,281
Q00839,671,749
Q00839,768,799
Q86YM7,114,173
Q9NSB8,112,166
Q9NSC5,114,169
Q96ED9,696,719
Q86VS8,682,718
Q5SSJ5,29,134
Q5SSJ5,140,159
Q5SSJ5,230,255
Q5SSJ5,422,553
Q92598,500,584
Q92598,796,858
O43301,1,45
P0DMV8,614,641
P0DMV9,614,641
O95757,503,567
O95757,786,839
P07900,225,278
P07900,700,732
P08238,222,270
P08238,696,724
Q00613,294,324
Q00613,336,372
Q00613,444,463
Q00613,502,529
Q03933,300,337
Q03933,407,438
P04553,1,30
P54652,613,639
P34932,500,575
P34932,779,840
P17066,616,643
P11142,614,646
Q9UBY9,1,39
Q9UJY1,176,196
P57058,1,26
P57058,437,471
P57058,518,552
P57058,590,615
Q9Y4L1,578,694
Q9Y4L1,909,999
Q9H9L3,1,93
Q9H9L3,125,172
P32019,224,302
P22692,149,172
Q8NDH6,365,393
Q8NDH6,427,449
Q9P2D0,970,1001
Q9P2D0,1134,1155
Q05084,281,321
Q9UMF0,891,911
Q659A1,410,450
Q659A1,473,504
Q659A1,595,623
Q659A1,672,697
Q659A1,930,982
Q9Y2F5,223,259
Q9Y2F5,517,540
Q9Y2F5,591,623
Q9Y2F5,925,955
Q9Y2F5,977,1001
Q9Y2F5,1107,1133
Q9Y2F5,1295,1372
Q9Y2F5,1467,1510
Q9Y2F5,1543,1707
Q9Y2F5,1809,1902
P54105,135,159
Q9UPZ9,290,344
Q9UPZ9,457,481
Q9UPZ9,582,632
Q16666,91,191
Q16666,390,442
P47813,1,26
P47813,114,144
O14602,1,26
O14602,114,144
P05198,293,315
Q9NZI8,160,190
Q9Y6M1,157,188
O00425,160,192
P20042,1,119
P20042,139,164
O60841,1,417
O60841,430,608
P60842,1,21
Q14240,1,22
P23588,1,37
P23588,66,93
P23588,173,611
O60573,1,52
P06730,1,30
Q04637,1,77
Q04637,166,222
Q04637,234,320
Q04637,332,600
Q04637,667,713
Q04637,731,757
Q04637,1024,1227
P78344,1,71
P78344,498,541
Q15056,1,41
Q15056,121,248
O43432,1,36
O43432,128,190
O43432,208,232
O43432,305,332
O43432,567,620
O43432,686,711
O43432,729,749
O43432,860,880
O43432,1017,1042
O43432,1072,1219
P55010,143,216
Q5TF58,104,129
Q5TF58,330,349
Q5TF58,478,517
Q9BYX4,271,307
Q9BYX4,640,662
Q6K0P9,106,199
Q6K0P9,400,492
P01579,147,166
Q13099,113,134
Q13099,724,824
P08069,1288,1367
P01876,96,122
Q96ID5,229,259
Q969P0,155,174
Q8IYA8,434,454
O14920,667,706
Q9H5V7,223,247
Q9H5V7,262,356
Q12905,1,20
Q12905,351,390
Q12906,50,86
Q12906,363,401
Q12906,466,525
Q12906,625,660
Q12906,718,894
Q9H0C8,1,90
P52292,1,27
P52292,43,72
O00505,1,29
P52294,1,36
O15131,1,37
O60684,1,29
Q9C086,1,71
Q9C086,124,150
Q9C086,246,269
Q9C086,286,310
Q8NBZ0,63,236
Q9NQS7,48,105
Q9NQS7,138,159
Q9NQS7,190,253
Q9NQS7,285,316
Q9NQS7,371,489
Q9NQS7,607,640
Q9NQS7,660,740
Q9NQS7,754,787
Q9NQS7,826,845
Q27J81,1,29
Q27J81,347,489
Q27J81,928,966
Q27J81,988,1076
Q27J81,1112,1249
Q9NRR6,1,193
P06213,686,708
P06213,746,766
P06213,1360,1382
Q9Y283,589,833
Q9Y283,847,886
Q9Y283,976,999
P23677,1,29
P23677,49,160
Q8NFU5,1,38
O95373,881,910
O15397,886,934
P41236,1,44
P41236,111,142
P41236,163,205
Q86VS3,216,252
Q86VS3,1007,1027
Q9H0B3,33,78
Q9H0B3,283,324
Q9H0B3,476,496
Q9H0B3,786,820
Q6DN90,21,115
Q6DN90,312,332
Q6DN90,349,513
Q6DN90,922,947
Q5JU85,50,88
Q5JU85,107,147
Q5JU85,161,290
Q5JU85,479,578
Q5JU85,622,726
Q5JU85,1091,1259
Q5JU85,1271,1488
Q9UPP2,62,157
Q9UPP2,230,275
Q9UPP2,444,479
Q9UPP2,521,616
Q9UPP2,1002,1090
Q9UPP2,1121,1182
P46940,1410,1448
Q9Y616,560,596
Q8WZA9,334,393
J3KTE4,155,180
B7Z4B8,30,116
B7Z4B8,506,722
A8MXP9,146,174
A8MXP9,187,214
A8MXP9,342,394
A8MXP9,588,834
G3V153,179,210
G3V153,336,365
G3V153,394,418
G3V153,442,628
J3KTL2,88,134
J3KTL2,193,253
Q9HBD4,1,177
Q9HBD4,198,352
Q9HBD4,577,610
Q9HBD4,647,699
Q9HBD4,1254,1299
Q9HBD4,1431,1492
Q9HBD4,1596,1679
I1E4Y6,147,174
I1E4Y6,236,267
I1E4Y6,289,481
I1E4Y6,756,815
I1E4Y6,867,888
I1E4Y6,894,913
I1E4Y6,939,958
I1E4Y6,979,1019
I1E4Y6,1031,1070
I1E4Y6,1106,1134
I1E4Y6,1217,1252
I1E4Y6,1268,1293
B4DXZ6,368,517
B4DXZ6,532,608
B4DEB1,1,41
J3QR07,1,338
J3QR07,508,563
J3QR07,615,651
J3QR07,677,735
F8W930,163,194
E7ERS3,1,221
E7ERS3,415,952
J3QK89,347,560
J3QK89,612,646
J3QK89,733,889
A0A0A0MT08,1,42
A0A0A0MT08,66,87
A0A0A0MT08,106,150
A0A0B4J269,772,797
F5H3Y4,1,49
F5H3Y4,317,343
F5H3Y4,366,408
E7EPN9,45,214
E7EPN9,266,731
E7EPN9,752,790
E7EPN9,806,1120
E7EPN9,1145,1649
E7EPN9,1672,1787
E7EPN9,1907,1993
E7EPN9,2007,2166
E7EPN9,2220,2240
E7EPN9,2259,2292
E7EPN9,2319,2343
E7EPN9,2668,2704
