uniprot,pfam_acc,start,end,domain
P22105,PF00041,1475,1555,fn3
P22105,PF00041,1062,1141,fn3
P22105,PF00041,2096,2176,fn3
P22105,PF00041,2412,2492,fn3
P22105,PF00041,3449,3530,fn3
P22105,PF00041,1578,1656,fn3
P22105,PF00041,750,832,fn3
P22105,PF00041,2953,3033,fn3
P22105,PF00041,841,919,fn3
P22105,PF00041,3557,3637,fn3
P22105,PF00041,1159,1240,fn3
P22105,PF00041,1373,1453,fn3
P22105,PF00041,1674,1753,fn3
P22105,PF00041,3934,4012,fn3
P22105,PF00041,1777,1857,fn3
P22105,PF00041,3263,3341,fn3
P22105,PF00041,3656,3741,fn3
P22105,PF00041,1881,1960,fn3
P22105,PF00041,3846,3926,fn3
Q53EP0,PF00041,573,659,fn3
Q53EP0,PF00041,381,463,fn3
Q53EP0,PF00041,674,755,fn3
Q53EP0,PF00041,476,560,fn3
Q53EP0,PF00041,777,849,fn3
Q53EP0,PF00041,881,947,fn3
Q53EP0,PF00041,277,367,fn3
Q53EP0,PF00041,1055,1135,fn3
Q53EP0,PF00041,959,1042,fn3
O00533,PF00041,613,698,fn3
O00533,PF00041,917,1005,fn3
O00533,PF00041,713,796,fn3
O00533,PF00041,811,904,fn3
O94856,PF00041,629,714,fn3
O94856,PF00041,933,1018,fn3
O94856,PF00041,1118,1195,fn3
O94856,PF00041,827,920,fn3
O94856,PF00041,729,813,fn3
P23471,PF00041,313,401,fn3
Q9UF33,PF00041,441,527,fn3
Q9UF33,PF00041,333,427,fn3
Q8IVU1,PF00041,425,510,fn3
Q8IVU1,PF00041,522,606,fn3
Q9BTV5,PF00041,167,258,fn3
P24821,PF00041,1888,1964,fn3
P24821,PF00041,713,794,fn3
P24821,PF00041,894,977,fn3
P24821,PF00041,986,1065,fn3
P24821,PF00041,1257,1337,fn3
P24821,PF00041,1711,1790,fn3
P24821,PF00041,1074,1154,fn3
P24821,PF00041,624,701,fn3
P24821,PF00041,804,884,fn3
P24821,PF00041,1166,1248,fn3
P24821,PF00041,1348,1427,fn3
P24821,PF00041,1800,1877,fn3
P24821,PF00041,1621,1701,fn3
P24821,PF00041,1530,1610,fn3
P24821,PF00041,1439,1511,fn3
O15394,PF00041,497,581,fn3
O15394,PF00041,593,678,fn3
Q92823,PF00041,648,733,fn3
Q92823,PF00041,847,940,fn3
Q92823,PF00041,953,1040,fn3
Q92823,PF00041,748,833,fn3
Q92823,PF00041,1068,1148,fn3
P16144,PF00041,1529,1612,fn3
P16144,PF00041,1642,1728,fn3
P16144,PF00041,1128,1208,fn3
P16144,PF00041,1221,1310,fn3
P08922,PF00041,196,275,fn3
P08922,PF00041,1659,1741,fn3
P08922,PF00041,100,176,fn3
Q9HD43,PF00041,566,656,fn3
Q9HD43,PF00041,30,108,fn3
Q9HD43,PF00041,209,287,fn3
Q9HD43,PF00041,386,467,fn3
Q9HD43,PF00041,297,377,fn3
Q9HD43,PF00041,119,195,fn3
Q92729,PF00041,490,579,fn3
Q92729,PF00041,287,370,fn3
O60500,PF00041,942,1025,fn3
P23468,PF00041,920,1006,fn3
P23468,PF00041,611,699,fn3
P23468,PF00041,517,597,fn3
P23468,PF00041,713,812,fn3
P23468,PF00041,324,405,fn3
P23468,PF00041,419,504,fn3
P23468,PF00041,825,907,fn3
Q92859,PF00041,540,621,fn3
Q92859,PF00041,635,721,fn3
Q92859,PF00041,956,1044,fn3
Q92859,PF00041,440,525,fn3
Q92859,PF00041,740,820,fn3
Q92859,PF00041,855,942,fn3
P28161,PF00043,104,192,GST_C
O43324,PF00043,44,153,GST_C
P26641,PF00043,106,198,GST_C
P26640,PF00043,95,198,GST_C
P21266,PF00043,108,196,GST_C
P07814,PF00043,96,157,GST_C
P56192,PF00043,89,180,GST_C
P09210,PF00043,99,192,GST_C
P08263,PF00043,99,192,GST_C
P04406,PF00044,4,105,Gp_dh_N
Q9Y5R2,PF00045,476,522,Hemopexin
Q9Y5R2,PF00045,429,472,Hemopexin
Q9Y5R2,PF00045,524,569,Hemopexin
Q9Y5R2,PF00045,384,427,Hemopexin
P50281,PF00045,415,461,Hemopexin
P50281,PF00045,323,366,Hemopexin
P50281,PF00045,368,412,Hemopexin
P50281,PF00045,465,510,Hemopexin
P28356,PF00046,286,342,Homeodomain
A6NNA5,PF00046,34,90,Homeodomain
P31271,PF00046,323,379,Homeodomain
P54821,PF00046,95,151,Homeodomain
Q68G74,PF00046,226,282,Homeodomain
P50222,PF00046,188,244,Homeodomain
Q86UP3,PF00046,2182,2238,Homeodomain
Q86UP3,PF00046,2561,2617,Homeodomain
Q86UP3,PF00046,2885,2941,Homeodomain
Q86UP3,PF00046,2085,2141,Homeodomain
Q9UPM6,PF00046,220,276,Homeodomain
Q01851,PF00046,356,412,Homeodomain
Q04741,PF00046,160,216,Homeodomain
P50219,PF00046,242,298,Homeodomain
A8MZ59,PF00046,9,65,Homeodomain
Q6NT76,PF00046,268,339,Homeodomain
Q8N5B7,PF00046,83,135,Homeodomain
P78337,PF00046,90,146,Homeodomain
Q15475,PF00046,127,181,Homeodomain
Q9UBX2,PF00046,95,149,Homeodomain
Q9UBX2,PF00046,20,76,Homeodomain
Q8TAU0,PF00046,149,205,Homeodomain
P09067,PF00046,195,251,Homeodomain
Q9UKI9,PF00046,282,338,Homeodomain
Q9BPY8,PF00046,7,60,Homeodomain
P14859,PF00046,380,436,Homeodomain
O95231,PF00046,92,148,Homeodomain
Q9C0A1,PF00046,2066,2122,Homeodomain
Q9C0A1,PF00046,1858,1914,Homeodomain
Q9C0A1,PF00046,1596,1652,Homeodomain
Q05925,PF00046,304,360,Homeodomain
Q9UKY1,PF00046,665,717,Homeodomain
Q9UKY1,PF00046,467,521,Homeodomain
Q9UKY1,PF00046,573,623,Homeodomain
Q9UKY1,PF00046,297,339,Homeodomain
Q01826,PF00046,645,702,Homeodomain
Q96G23,PF00046,70,127,Homeodomain
P35453,PF00046,277,333,Homeodomain
O60479,PF00046,130,186,Homeodomain
P19622,PF00046,245,301,Homeodomain
Q01860,PF00046,231,287,Homeodomain
O95076,PF00046,154,210,Homeodomain
Q12837,PF00046,346,402,Homeodomain
Q5SQQ9,PF00046,101,157,Homeodomain
P36888,PF00047,255,345,ig
P11362,PF00047,38,116,ig
O94856,PF00047,146,222,ig
Q16288,PF00047,214,299,ig
P09619,PF00047,37,114,ig
P10721,PF00047,216,305,ig
P43628,PF00047,32,115,ig
P43628,PF00047,132,213,ig
Q15109,PF00047,21,112,ig
Q8NHL6,PF00047,329,410,ig
O00533,PF00047,519,604,ig
P17948,PF00047,235,326,ig
P07333,PF00047,207,293,ig
Q92583,PF00048,31,88,IL8
O00585,PF00048,29,90,IL8
P58062,PF00050,32,85,Kazal_1
Q01974,PF00051,316,394,Kringle
Q8NCW0,PF00051,36,119,Kringle
P00749,PF00051,70,151,Kringle
Q96CW9,PF00053,409,456,Laminin_EGF
Q96CW9,PF00053,287,344,Laminin_EGF
Q96CW9,PF00053,353,406,Laminin_EGF
Q9Y2I2,PF00053,297,343,Laminin_EGF
Q9Y2I2,PF00053,420,467,Laminin_EGF
Q9Y2I2,PF00053,364,417,Laminin_EGF
O95631,PF00053,404,451,Laminin_EGF
O95631,PF00053,285,338,Laminin_EGF
O95631,PF00053,341,401,Laminin_EGF
O95631,PF00055,51,283,Laminin_N
Q9Y2I2,PF00055,50,295,Laminin_N
Q96CW9,PF00055,39,285,Laminin_N
P40926,PF00056,25,168,Ldh_1_N
P40925,PF00056,5,153,Ldh_1_N
P07195,PF00056,22,161,Ldh_1_N
P00338,PF00056,21,160,Ldh_1_N
P98073,PF00057,641,677,Ldl_recept_a
P98073,PF00057,182,221,Ldl_recept_a
Q07954,PF00057,3451,3489,Ldl_recept_a
Q07954,PF00057,3573,3609,Ldl_recept_a
Q07954,PF00057,1013,1051,Ldl_recept_a
Q07954,PF00057,3611,3647,Ldl_recept_a
Q07954,PF00057,852,890,Ldl_recept_a
Q07954,PF00057,934,971,Ldl_recept_a
Q07954,PF00057,3534,3570,Ldl_recept_a
Q07954,PF00057,3492,3531,Ldl_recept_a
Q07954,PF00057,25,64,Ldl_recept_a
Q07954,PF00057,974,1011,Ldl_recept_a
Q07954,PF00057,2732,2769,Ldl_recept_a
Q07954,PF00057,2856,2897,Ldl_recept_a
Q07954,PF00057,70,108,Ldl_recept_a
Q07954,PF00057,1060,1097,Ldl_recept_a
Q07954,PF00057,2694,2730,Ldl_recept_a
Q07954,PF00057,2772,2812,Ldl_recept_a
Q07954,PF00057,2816,2853,Ldl_recept_a
Q07954,PF00057,893,931,Ldl_recept_a
Q07954,PF00057,3372,3408,Ldl_recept_a
Q07954,PF00057,1102,1140,Ldl_recept_a
Q07954,PF00057,3652,3690,Ldl_recept_a
Q07954,PF00057,2603,2639,Ldl_recept_a
Q07954,PF00057,2902,2939,Ldl_recept_a
Q07954,PF00057,3411,3448,Ldl_recept_a
Q07954,PF00057,2522,2561,Ldl_recept_a
Q07954,PF00057,3332,3369,Ldl_recept_a
Q07954,PF00057,2564,2600,Ldl_recept_a
Q07954,PF00057,3739,3776,Ldl_recept_a
Q07954,PF00057,2657,2688,Ldl_recept_a
O75096,PF00057,69,105,Ldl_recept_a
O75096,PF00057,268,304,Ldl_recept_a
O75096,PF00057,146,182,Ldl_recept_a
O75096,PF00057,229,265,Ldl_recept_a
O75096,PF00057,189,225,Ldl_recept_a
O75096,PF00057,108,143,Ldl_recept_a
O75096,PF00057,310,349,Ldl_recept_a
O75096,PF00057,25,66,Ldl_recept_a
Q7Z4F1,PF00057,397,433,Ldl_recept_a
Q7Z4F1,PF00057,138,174,Ldl_recept_a
Q9Y561,PF00057,450,485,Ldl_recept_a
Q9Y561,PF00057,164,200,Ldl_recept_a
Q9Y561,PF00057,411,448,Ldl_recept_a
Q9Y561,PF00057,213,254,Ldl_recept_a
O75096,PF00058,1179,1220,Ldl_recept_b
O75096,PF00058,1483,1524,Ldl_recept_b
O75096,PF00058,523,563,Ldl_recept_b
O75096,PF00058,871,912,Ldl_recept_b
O75096,PF00058,610,650,Ldl_recept_b
O75096,PF00058,566,607,Ldl_recept_b
O75096,PF00058,828,866,Ldl_recept_b
O75096,PF00058,1136,1176,Ldl_recept_b
O75096,PF00058,1440,1480,Ldl_recept_b
O75096,PF00058,785,825,Ldl_recept_b
O75096,PF00058,915,954,Ldl_recept_b
O75096,PF00058,1093,1133,Ldl_recept_b
O75096,PF00058,480,520,Ldl_recept_b
O75096,PF00058,1527,1563,Ldl_recept_b
O75096,PF00058,1397,1437,Ldl_recept_b
O75096,PF00058,956,996,Ldl_recept_b
P01133,PF00058,654,694,Ldl_recept_b
P01133,PF00058,567,607,Ldl_recept_b
P01133,PF00058,610,651,Ldl_recept_b
P01133,PF00058,524,564,Ldl_recept_b
Q07954,PF00058,4013,4054,Ldl_recept_b
Q07954,PF00058,2344,2386,Ldl_recept_b
Q07954,PF00058,1356,1396,Ldl_recept_b
Q07954,PF00058,3970,4010,Ldl_recept_b
Q07954,PF00058,1977,2017,Ldl_recept_b
Q07954,PF00058,2020,2061,Ldl_recept_b
Q07954,PF00058,1627,1667,Ldl_recept_b
Q07954,PF00058,1399,1443,Ldl_recept_b
Q07954,PF00058,2389,2428,Ldl_recept_b
Q07954,PF00058,660,708,Ldl_recept_b
Q07954,PF00058,614,657,Ldl_recept_b
Q07954,PF00058,4057,4099,Ldl_recept_b
Q96GW7,PF00059,705,810,Lectin_C
P13611,PF00059,3186,3291,Lectin_C
P98161,PF00059,425,532,Lectin_C
Q13018,PF00059,249,356,Lectin_C
Q13018,PF00059,395,503,Lectin_C
Q13018,PF00059,1131,1234,Lectin_C
Q13018,PF00059,830,939,Lectin_C
Q13018,PF00059,688,798,Lectin_C
Q13018,PF00059,1269,1379,Lectin_C
Q13018,PF00059,980,1098,Lectin_C
Q13018,PF00059,547,645,Lectin_C
Q9UHP7,PF00059,92,186,Lectin_C
O14594,PF00059,1105,1210,Lectin_C
P42261,PF00060,536,817,Lig_chan
P42263,PF00060,552,835,Lig_chan
Q05586,PF00060,559,824,Lig_chan
Q12879,PF00060,554,828,Lig_chan
P48058,PF00060,544,825,Lig_chan
P42262,PF00060,543,824,Lig_chan
O15399,PF00060,582,856,Lig_chan
Q14957,PF00060,552,826,Lig_chan
P29762,PF00061,5,137,Lipocalin
Q01469,PF00061,8,134,Lipocalin
O15540,PF00061,7,132,Lipocalin
P05413,PF00061,6,132,Lipocalin
P05090,PF00061,43,184,Lipocalin
P61626,PF00062,19,146,Lys
Q12965,PF00063,21,679,Myosin_head
O94832,PF00063,11,682,Myosin_head
Q7Z406,PF00063,107,788,Myosin_head
Q9Y4I1,PF00063,71,751,Myosin_head
P35749,PF00063,87,771,Myosin_head
O00159,PF00063,48,718,Myosin_head
Q92614,PF00063,407,1062,Myosin_head
Q92614,PF00063,1081,1173,Myosin_head
P35579,PF00063,83,764,Myosin_head
Q9UM54,PF00063,59,759,Myosin_head
P35580,PF00063,87,771,Myosin_head
O43795,PF00063,17,688,Myosin_head
Q9HD67,PF00063,65,727,Myosin_head
Q13402,PF00063,67,729,Myosin_head
Q6PIF6,PF00063,67,748,Myosin_head
Q9UKX2,PF00063,88,772,Myosin_head
P12883,PF00063,87,766,Myosin_head
O00160,PF00063,19,677,Myosin_head
P46531,PF00066,1487,1522,Notch
P46531,PF00066,1525,1562,Notch
P46531,PF00066,1446,1480,Notch
Q16850,PF00067,61,496,p450
Q6UW02,PF00067,42,457,p450
P04054,PF00068,24,138,Phospholip_A2_1
P14555,PF00068,22,130,Phospholip_A2_1
O95831,PF00070,302,386,Pyr_redox
P51149,PF00071,10,175,Ras
Q96HU8,PF00071,9,171,Ras
P61020,PF00071,22,183,Ras
P20340,PF00071,15,175,Ras
Q8IXI1,PF00071,6,168,Ras
P20336,PF00071,24,185,Ras
Q14088,PF00071,38,204,Ras
P59190,PF00071,10,171,Ras
Q9NRW1,PF00071,15,175,Ras
Q15286,PF00071,10,170,Ras
P01111,PF00071,5,165,Ras
P84095,PF00071,5,178,Ras
P62825,PF00071,12,170,Ras
P60953,PF00071,5,178,Ras
Q9NYR9,PF00071,6,170,Ras
Q9BZG1,PF00071,54,218,Ras
P61019,PF00071,8,169,Ras
Q96E17,PF00071,32,193,Ras
Q9Y3L5,PF00071,5,166,Ras
P61106,PF00071,13,174,Ras
P01116,PF00071,5,165,Ras
P11234,PF00071,16,178,Ras
P61018,PF00071,10,171,Ras
Q9UL25,PF00071,21,182,Ras
Q92930,PF00071,10,171,Ras
P62745,PF00071,7,180,Ras
Q9HBH0,PF00071,21,194,Ras
P20339,PF00071,22,183,Ras
P62834,PF00071,5,167,Ras
Q9UPQ3,PF00071,73,231,Ras
P62826,PF00071,12,170,Ras
Q8IXI2,PF00071,6,168,Ras
Q15907,PF00071,13,174,Ras
P11233,PF00071,16,177,Ras
P62820,PF00071,13,174,Ras
Q99490,PF00071,408,568,Ras
Q9H0N0,PF00071,15,175,Ras
Q15382,PF00071,8,169,Ras
Q9NRY4,PF00071,154,249,Ras
Q9H4E5,PF00071,23,196,Ras
P61026,PF00071,11,172,Ras
Q92737,PF00071,6,180,Ras
Q96P47,PF00071,93,251,Ras
Q8WUD1,PF00071,8,169,Ras
P51148,PF00071,23,184,Ras
P51153,PF00071,10,171,Ras
O14807,PF00071,15,177,Ras
Q9H0U4,PF00071,10,171,Ras
P62491,PF00071,13,174,Ras
P61586,PF00071,7,180,Ras
P63000,PF00071,5,178,Ras
O95755,PF00071,125,289,Ras
P03950,PF00074,28,140,RnaseA
O60930,PF00075,138,282,RNase_H
Q9NVM6,PF00076,187,241,RRM_1
Q13310,PF00076,193,261,RRM_1
Q13310,PF00076,101,168,RRM_1
Q13310,PF00076,13,83,RRM_1
Q13310,PF00076,296,364,RRM_1
O95319,PF00076,425,495,RRM_1
O95319,PF00076,134,202,RRM_1
O95319,PF00076,42,113,RRM_1
Q8WXF1,PF00076,84,148,RRM_1
Q8WXF1,PF00076,158,223,RRM_1
Q9Y388,PF00076,38,108,RRM_1
Q13151,PF00076,100,168,RRM_1
Q13151,PF00076,9,78,RRM_1
Q8TC92,PF00076,144,204,RRM_1
G3V3K6,PF00076,18,81,RRM_1
P08621,PF00076,105,175,RRM_1
Q9P2K5,PF00076,525,593,RRM_1
Q9P2K5,PF00076,102,172,RRM_1
Q9P2K5,PF00076,235,304,RRM_1
Q15287,PF00076,163,234,RRM_1
Q96E39,PF00076,10,80,RRM_1
Q8N6W0,PF00076,402,472,RRM_1
Q8N6W0,PF00076,136,204,RRM_1
Q8N6W0,PF00076,47,116,RRM_1
Q96DU9,PF00076,201,270,RRM_1
Q96DU9,PF00076,304,372,RRM_1
Q96DU9,PF00076,108,176,RRM_1
Q96DU9,PF00076,20,90,RRM_1
Q01130,PF00076,16,86,RRM_1
P52272,PF00076,655,723,RRM_1
P52272,PF00076,73,143,RRM_1
P52272,PF00076,206,275,RRM_1
P38159,PF00076,10,80,RRM_1
Q15056,PF00076,44,112,RRM_1
Q76FK4,PF00076,10,83,RRM_1
Q9NZI8,PF00076,83,150,RRM_1
Q9NZI8,PF00076,4,69,RRM_1
P62995,PF00076,120,190,RRM_1
Q9NW64,PF00076,234,299,RRM_1
Q15427,PF00076,102,173,RRM_1
Q15427,PF00076,15,85,RRM_1
Q9Y5S9,PF00076,75,145,RRM_1
Q92804,PF00076,236,314,RRM_1
Q9P2N5,PF00076,602,668,RRM_1
G3V4M8,PF00076,18,66,RRM_1
Q86V81,PF00076,108,177,RRM_1
Q9UKA9,PF00076,457,520,RRM_1
P26378,PF00076,304,374,RRM_1
P26378,PF00076,53,123,RRM_1
P26378,PF00076,139,207,RRM_1
Q9NWH9,PF00076,386,456,RRM_1
Q9BQ04,PF00076,4,66,RRM_1
Q9BQ04,PF00076,80,142,RRM_1
P23588,PF00076,98,167,RRM_1
P31483,PF00076,108,178,RRM_1
P31483,PF00076,9,77,RRM_1
P31483,PF00076,216,280,RRM_1
Q16630,PF00076,83,154,RRM_1
Q9UHX1,PF00076,131,201,RRM_1
Q9UHX1,PF00076,228,298,RRM_1
P18615,PF00076,267,326,RRM_1
G3V251,PF00076,18,81,RRM_1
G3V4W0,PF00076,18,81,RRM_1
Q13595,PF00076,121,191,RRM_1
P29558,PF00076,64,129,RRM_1
P29558,PF00076,143,209,RRM_1
P14866,PF00076,104,162,RRM_1
O75494,PF00076,12,82,RRM_1
P05455,PF00076,113,181,RRM_1
Q9BY77,PF00076,282,345,RRM_1
Q93062,PF00076,26,89,RRM_1
O43251,PF00076,123,191,RRM_1
Q13148,PF00076,106,172,RRM_1
Q13148,PF00076,193,243,RRM_1
Q01081,PF00076,82,141,RRM_1
G3V4C1,PF00076,18,81,RRM_1
Q8IUH3,PF00076,31,97,RRM_1
Q8IUH3,PF00076,113,186,RRM_1
Q8IUH3,PF00076,396,458,RRM_1
Q8IUH3,PF00076,257,317,RRM_1
Q96EP5,PF00076,115,184,RRM_1
Q96EP5,PF00076,12,81,RRM_1
P26599,PF00076,186,252,RRM_1
P26599,PF00076,456,521,RRM_1
P55795,PF00076,113,182,RRM_1
P55795,PF00076,291,358,RRM_1
P55795,PF00076,13,84,RRM_1
P52756,PF00076,100,171,RRM_1
P09651,PF00076,16,85,RRM_1
P09651,PF00076,107,176,RRM_1
Q86SE5,PF00076,23,86,RRM_1
D6RBZ0,PF00076,72,141,RRM_1
D6RBZ0,PF00076,156,224,RRM_1
Q96DH6,PF00076,23,92,RRM_1
Q96DH6,PF00076,112,181,RRM_1
Q9Y580,PF00076,12,81,RRM_1
Q86U06,PF00076,265,335,RRM_1
Q86U06,PF00076,168,236,RRM_1
P23246,PF00076,373,440,RRM_1
P23246,PF00076,299,363,RRM_1
P33240,PF00076,18,88,RRM_1
Q9NW13,PF00076,116,185,RRM_1
Q9NW13,PF00076,6,74,RRM_1
Q9NW13,PF00076,337,410,RRM_1
Q96J87,PF00076,398,468,RRM_1
Q96J87,PF00076,136,204,RRM_1
Q96J87,PF00076,48,117,RRM_1
Q96PK6,PF00076,81,143,RRM_1
Q96PK6,PF00076,3,66,RRM_1
Q08170,PF00076,4,66,RRM_1
Q08170,PF00076,106,171,RRM_1
Q9GZT3,PF00076,21,89,RRM_1
Q96IC2,PF00076,507,573,RRM_1
Q9NWB1,PF00076,119,187,RRM_1
Q8IXT5,PF00076,402,471,RRM_1
Q8IXT5,PF00076,286,354,RRM_1
P52597,PF00076,113,182,RRM_1
P52597,PF00076,291,358,RRM_1
Q92879,PF00076,403,473,RRM_1
Q92879,PF00076,110,178,RRM_1
Q92879,PF00076,18,88,RRM_1
Q14103,PF00076,99,168,RRM_1
Q14103,PF00076,184,255,RRM_1
F8W646,PF00076,16,85,RRM_1
Q9BRL6,PF00076,16,86,RRM_1
Q16629,PF00076,13,78,RRM_1
Q9BWF3,PF00076,4,66,RRM_1
Q9BWF3,PF00076,80,142,RRM_1
Q9Y6M1,PF00076,5,69,RRM_1
Q9Y6M1,PF00076,84,151,RRM_1
Q07955,PF00076,18,85,RRM_1
Q07955,PF00076,123,186,RRM_1
Q15434,PF00076,58,123,RRM_1
Q15434,PF00076,137,203,RRM_1
Q15233,PF00076,76,140,RRM_1
Q15233,PF00076,150,217,RRM_1
Q9UNP9,PF00076,8,78,RRM_1
Q15020,PF00076,803,872,RRM_1
Q15020,PF00076,706,775,RRM_1
P52298,PF00076,42,112,RRM_1
Q05519,PF00076,35,106,RRM_1
G3V2Q1,PF00076,18,81,RRM_1
Q8NDT2,PF00076,339,408,RRM_1
Q8NDT2,PF00076,420,482,RRM_1
Q96H35,PF00076,27,100,RRM_1
P84103,PF00076,12,77,RRM_1
P19338,PF00076,574,641,RRM_1
P19338,PF00076,488,554,RRM_1
P19338,PF00076,395,460,RRM_1
P19338,PF00076,309,377,RRM_1
O60812,PF00076,18,81,RRM_1
Q9Y3B4,PF00076,21,88,RRM_1
Q5SZQ8,PF00076,382,452,RRM_1
Q5SZQ8,PF00076,97,165,RRM_1
Q5SZQ8,PF00076,9,78,RRM_1
P31942,PF00076,18,87,RRM_1
P31942,PF00076,197,264,RRM_1
P22626,PF00076,114,183,RRM_1
P22626,PF00076,23,92,RRM_1
Q9H361,PF00076,193,262,RRM_1
Q9H361,PF00076,101,168,RRM_1
Q9H361,PF00076,296,364,RRM_1
Q9H361,PF00076,13,83,RRM_1
Q8WVV9,PF00076,78,130,RRM_1
Q12849,PF00076,252,320,RRM_1
O14979,PF00076,235,305,RRM_1
O14979,PF00076,150,219,RRM_1
Q5JQF8,PF00076,4,74,RRM_1
Q5JQF8,PF00076,92,159,RRM_1
Q99729,PF00076,71,140,RRM_1
Q99729,PF00076,155,224,RRM_1
Q5QPL9,PF00076,23,86,RRM_1
Q01844,PF00076,363,441,RRM_1
D6RD18,PF00076,72,141,RRM_1
D6RD18,PF00076,156,224,RRM_1
O95104,PF00076,510,576,RRM_1
G3V575,PF00076,18,81,RRM_1
O43347,PF00076,22,91,RRM_1
O43347,PF00076,111,180,RRM_1
P31943,PF00076,113,182,RRM_1
P31943,PF00076,291,358,RRM_1
P31943,PF00076,13,84,RRM_1
Q14966,PF00076,678,737,RRM_1
Q8WUA2,PF00076,242,312,RRM_1
P55884,PF00076,202,260,RRM_1
G3V576,PF00076,18,81,RRM_1
P57052,PF00076,12,81,RRM_1
F8VZ49,PF00076,35,104,RRM_1
F8VZ49,PF00076,126,195,RRM_1
Q13283,PF00076,342,406,RRM_1
Q4VXU2,PF00076,193,262,RRM_1
Q4VXU2,PF00076,13,83,RRM_1
Q4VXU2,PF00076,101,168,RRM_1
Q4VXU2,PF00076,296,364,RRM_1
P0CB38,PF00076,192,260,RRM_1
P0CB38,PF00076,100,167,RRM_1
P0CB38,PF00076,12,82,RRM_1
P0CB38,PF00076,295,363,RRM_1
P11940,PF00076,193,262,RRM_1
P11940,PF00076,101,168,RRM_1
P11940,PF00076,13,83,RRM_1
P11940,PF00076,296,364,RRM_1
B4DY08,PF00076,18,81,RRM_1
Q9BTD8,PF00076,383,453,RRM_1
Q14011,PF00076,8,78,RRM_1
O95628,PF00076,111,187,RRM_1
Q5QPM1,PF00076,23,86,RRM_1
O15042,PF00076,276,349,RRM_1
P09012,PF00076,210,275,RRM_1
P09012,PF00076,12,83,RRM_1
Q13247,PF00076,4,66,RRM_1
Q13247,PF00076,112,177,RRM_1
P98179,PF00076,8,78,RRM_1
Q5QPM2,PF00076,23,86,RRM_1
Q8TBF4,PF00076,12,82,RRM_1
Q5VV67,PF00076,1545,1608,RRM_1
P51991,PF00076,128,199,RRM_1
P51991,PF00076,37,106,RRM_1
P26368,PF00076,261,331,RRM_1
P26368,PF00076,151,225,RRM_1
P26368,PF00076,399,460,RRM_1
P49756,PF00076,89,158,RRM_1
Q9H0L4,PF00076,18,88,RRM_1
Q9UN86,PF00076,333,398,RRM_1
Q12926,PF00076,41,111,RRM_1
Q12926,PF00076,278,348,RRM_1
Q12926,PF00076,127,195,RRM_1
Q96T37,PF00076,376,445,RRM_1
Q96T37,PF00076,179,246,RRM_1
Q15717,PF00076,22,92,RRM_1
Q15717,PF00076,246,316,RRM_1
Q15717,PF00076,108,176,RRM_1
P08579,PF00076,153,219,RRM_1
P08579,PF00076,9,80,RRM_1
Q9UPS6,PF00076,108,175,RRM_1
D6R9P3,PF00076,72,141,RRM_1
D6R9P3,PF00076,156,224,RRM_1
P35637,PF00076,287,365,RRM_1
F8W6I7,PF00076,16,85,RRM_1
F8W6I7,PF00076,107,176,RRM_1
P07910,PF00076,18,81,RRM_1
Q32P51,PF00076,16,85,RRM_1
Q32P51,PF00076,107,178,RRM_1
Q14151,PF00076,409,479,RRM_1
Q14576,PF00076,41,111,RRM_1
Q14576,PF00076,286,356,RRM_1
Q14576,PF00076,127,195,RRM_1
Q8N684,PF00076,84,156,RRM_1
O15047,PF00076,99,166,RRM_1
Q13242,PF00076,16,83,RRM_1
Q13242,PF00076,113,176,RRM_1
Q4G0J3,PF00076,127,190,RRM_1
Q16560,PF00076,53,122,RRM_1
Q9UKM9,PF00076,23,86,RRM_1
O60506,PF00076,164,232,RRM_1
O60506,PF00076,340,402,RRM_1
O60506,PF00076,245,312,RRM_1
Q14498,PF00076,252,322,RRM_1
Q14498,PF00076,155,223,RRM_1
Q8NG50,PF00076,27,90,RRM_1
P98175,PF00076,131,202,RRM_1
O43390,PF00076,343,405,RRM_1
O43390,PF00076,167,235,RRM_1
O43390,PF00076,248,315,RRM_1
Q9BYG3,PF00076,47,117,RRM_1
G3V5X6,PF00076,18,81,RRM_1
Q9Y4C8,PF00076,732,805,RRM_1
Q9Y4C8,PF00076,404,474,RRM_1
Q9Y4C8,PF00076,834,906,RRM_1
Q9Y4C8,PF00076,4,73,RRM_1
Q9Y4C8,PF00076,296,363,RRM_1
Q9Y4C8,PF00076,589,653,RRM_1
P62997,PF00076,120,190,RRM_1
Q86U42,PF00076,174,243,RRM_1
Q96I25,PF00076,323,383,RRM_1
Q92904,PF00076,42,109,RRM_1
O75821,PF00076,241,308,RRM_1
Q13243,PF00076,6,68,RRM_1
Q13243,PF00076,110,175,RRM_1
G3V555,PF00076,18,81,RRM_1
Q15424,PF00076,409,478,RRM_1
A0AV96,PF00076,73,141,RRM_1
A0AV96,PF00076,248,312,RRM_1
A0AV96,PF00076,153,220,RRM_1
Q6ZRY4,PF00076,33,97,RRM_1
A6NFN3,PF00076,101,169,RRM_1
Q9NTZ6,PF00076,858,928,RRM_1
Q9NTZ6,PF00076,432,501,RRM_1
Q9NTZ6,PF00076,547,614,RRM_1
Q9H0Z9,PF00076,36,103,RRM_1
O43719,PF00076,287,343,RRM_1
O43719,PF00076,135,212,RRM_1
P42696,PF00076,289,358,RRM_1
P42696,PF00076,187,234,RRM_1
B4DSU6,PF00076,18,81,RRM_1
