uniprot_acc	refseq	version
O60828	NM_001032381	1
O60828	NM_001032382	1
O60828	NM_001032383	1
O60828	NM_001032384	1
O60828	NM_001167989	1
O60828	NM_001167990	1
O60828	NM_001167992	1
O60828	NM_005710	2
O60828	NM_144495	2
O60828	XM_005272571	3
O60828	XM_005272572	4
O60828	XM_011543884	2
O60828	XM_017029207	1
O60832	NM_001142463	2
O60832	NM_001288747	1
O60832	NM_001363	4
O60841	NM_015904	3
O60861	NM_001130831	1
O60861	NM_003644	2
O60861	NM_201432	1
O60861	NM_201433	1
O60861	XM_005256831	3
O60861	XM_005256832	3
O60861	XM_011524044	2
O60861	XM_017025239	1
O60869	NM_001281297	1
O60869	NM_001281298	1
O60869	NM_001281299	1
O60869	NM_003792	3
O60869	NM_153200	2
O60870	NM_012311	3
O60870	XM_011519427	1
O60884	NM_005880	3
O60885	NM_001330384	1
O60885	NM_014299	2
O60885	NM_058243	2
O60885	XM_011527854	1
O60885	XM_011527856	2
O60927	NM_021959	2
O60930	NM_002936	4
O60934	NM_001024688	2
O60934	NM_002485	4
O60934	XM_011517045	1
O60936	NM_001185057	2
O60936	NM_001276307	1
O60936	NM_001276309	1
O60936	NM_001276311	1
O60936	NM_001276312	1
O60936	NM_001276319	1
O60936	NM_003946	6
O60936	XM_017023843	1
O75051	NM_025179	3
O75061	NM_001256864	1
O75061	NM_001256865	1
O75061	NM_014787	3
O75077	NM_003812	3
O75077	XM_005246932	3
O75083	NM_005112	4
O75083	NM_017491	3
O75116	NM_001321643	1
O75116	NM_004850	4
O75122	NM_001207044	1
O75122	NM_015097	2
O75127	NM_015545	3
O75145	NM_003660	3
O75145	XM_017027407	1
O75146	NM_001303097	1
O75146	NM_003959	2
O75150	NM_001207033	1
O75150	NM_001207034	1
O75150	NM_001286572	2
O75150	NM_014771	3
O75151	NM_005392	3
O75152	NM_001319238	1
O75152	NM_001319239	1
O75152	NM_014827	5
O75152	XM_005245643	2
O75152	XM_005245644	3
O75152	XM_006711673	2
O75152	XM_011510199	1
O75152	XM_011510200	1
O75152	XM_011510201	1
O75152	XM_011510202	1
O75152	XM_017002956	1
O75152	XM_017002957	1
O75152	XM_017002958	1
O75152	XM_017002959	1
O75154	NM_001142272	1
O75154	NM_014700	3
O75154	XM_005255713	3
O75154	XM_005255715	4
O75154	XM_011522764	2
O75155	NM_001162499	1
O75155	NM_012298	2
O75165	NM_015268	3
O75175	NM_014516	3
O75177	NM_001301778	1
O75177	NM_198935	2
O75177	XM_005260391	1
O75177	XM_011528764	2
O75177	XM_011528767	1
O75179	NM_001286771	2
O75179	NM_015574	1
O75179	NM_032217	4
O75179	NM_198889	2
O75190	NM_005494	2
O75190	NM_058246	3
O75191	NM_005108	3
O75306	NM_001166159	1
O75306	NM_004550	4
O75306	XM_005245208	2
O75306	XM_017001357	1
O75319	NM_003584	2
O75323	NM_001202469	1
O75323	NM_001483	2
O75330	NM_001142556	1
O75330	NM_001142557	1
O75330	NM_012484	2
O75330	NM_012485	2
O75334	NM_001220474	2
O75334	NM_001220475	2
O75334	NM_001220476	2
O75334	NM_001220477	2
O75334	NM_001220478	2
O75334	NM_001220479	2
O75334	NM_001220480	2
O75334	NM_003625	4
O75334	XM_017020080	1
O75334	XM_017020082	1
O75335	NM_001304331	1
O75335	NM_001304332	1
O75340	NM_001267556	1
O75340	NM_001267557	1
O75340	NM_001267558	1
O75340	NM_001267559	1
O75340	NM_013232	3
O75348	NM_004888	3
O75354	NM_001114089	3
O75354	NM_001247	4
O75354	NM_001317941	2
O75354	NM_001322378	1
O75354	NM_001322379	1
O75354	NM_001322380	1
O75354	NM_001322381	1
O75354	NM_001322382	1
O75354	NM_001322383	1
O75354	NM_001322384	1
O75354	NM_001322385	1
O75354	NM_001322386	1
O75354	NM_001322387	1
O75354	NM_001322388	1
O75354	NM_001322389	1
O75354	NM_001322390	1
O75354	NM_001322391	1
O75354	NM_001322392	1
O75354	NM_001322393	1
O75354	NM_001322394	1
O75354	NM_001322395	1
O75354	NM_001322396	1
O75354	NM_001322397	1
O75354	NM_001322398	1
O75354	XM_006723665	2
O75354	XM_011529396	1
O75354	XM_011529397	1
O75355	NM_001248	3
O75355	NM_001291960	1
O75355	NM_001291961	1
O75356	NM_001249	3
O75356	NM_001321985	1
O75356	NM_001321986	1
O75356	NM_001321987	1
O75356	NM_001321988	1
O75356	XM_005268224	3
O75356	XM_017021813	1
O75363	NM_003657	3
O75364	NM_005029	3
O75366	NM_006576	3
O75366	XM_017018710	1
O75367	NM_001040158	1
O75367	NM_004893	2
O75367	NM_138609	2
O75367	NM_138610	2
O75367	XM_011543729	2
O75367	XM_011543730	2
O75369	NM_001164317	1
O75369	NM_001164318	1
O75369	NM_001164319	1
O75369	NM_001457	3
O75380	NM_004553	4
O75382	NM_001248006	1
O75382	NM_001248007	1
O75382	NM_006458	3
O75382	NM_033278	3
O75382	XM_011519844	1
O75382	XM_011519845	2
O75382	XM_017017098	1
O75382	XM_017017099	1
O75390	NM_004077	2
O75396	NM_004892	5
O75410	NM_001122824	1
O75410	NM_001146216	2
O75410	NM_006283	2
O75410	XM_005273625	4
O75410	XM_011544631	1
O75410	XM_011544632	2
O75410	XM_011544634	1
O75410	XM_011544636	2
O75410	XM_011544637	1
O75410	XM_017013772	1
O75410	XM_017013773	1
O75410	XM_017013774	1
O75420	NM_022574	4
O75420	XM_005250532	1
O75431	NM_001006635	2
O75431	NM_001319097	1
O75431	NM_001319098	1
O75431	NM_006554	4
O75439	NM_004279	2
O75449	NM_001204076	1
O75449	NM_007044	3
O75449	XM_005266804	2
O75449	XM_017010207	1
O75449	XM_017010210	1
O75477	NM_001100626	1
O75477	NM_001347857	1
O75477	NM_001347859	1
O75477	NM_001347860	1
O75477	NM_001347861	1
O75477	NM_006459	3
O75489	NM_004551	2
O75494	NM_001191005	2
O75494	NM_001191006	2
O75494	NM_001191007	2
O75494	NM_001191009	2
O75494	NM_006625	5
O75494	NM_054016	3
O75496	NM_001251989	1
O75496	NM_001251990	1
O75496	NM_001251991	1
O75496	NM_015895	4
O75496	XM_005249159	1
O75521	NM_001166010	1
O75521	NM_006117	2
O75521	NM_206836	2
O75525	NM_006558	2
O75528	NM_001278270	1
O75528	NM_006354	3
O75528	NM_133480	2
O75530	NM_001308007	1
O75530	NM_003797	4
O75531	NM_001143985	1
O75531	NM_003860	3
O75531	XM_017018514	1
O75531	XM_017018515	1
O75533	NM_012433	3
O75534	NM_001007553	2
O75534	NM_001130523	2
O75534	NM_001242891	1
O75534	NM_001242892	1
O75534	NM_001242893	1
O75534	NM_007158	5
O75554	NM_007187	4
O75556	NM_002407	2
O75569	NM_001139517	1
O75569	NM_001139518	1
O75569	NM_003690	4
O75582	NM_001322235	1
O75582	NM_001322237	1
O75582	NM_004755	3
O75582	NM_182398	2
O75586	NM_001284209	1
O75586	NM_001284210	1
O75586	NM_001284211	1
O75586	NM_005466	3
O75592	NM_015057	4
O75593	NM_003923	2
O75604	NM_001243759	1
O75604	NM_004205	4
O75604	NM_171997	2
O75604	XM_005271721	4
O75604	XM_005271722	2
O75607	NM_006993	2
O75616	NM_001317985	1
O75616	NM_001317986	1
O75616	NM_005702	3
O75643	NM_014014	4
O75643	XM_017003603	1
O75665	NM_001330209	1
O75665	NM_003611	2
O75683	NM_001278942	1
O75683	NM_006753	5
O75688	NM_001033557	2
O75688	NM_002706	5
O75688	NM_177968	3
O75688	NM_177969	3
O75691	NM_014503	2
O75694	NM_004298	3
O75694	NM_153485	2
O75746	NM_003705	4
O75747	NM_001288772	1
O75747	NM_001288774	1
O75747	NM_004570	5
O75764	NM_003196	2
O75781	NM_001040134	1
O75781	NM_002579	2
O75791	NM_001291824	1
O75791	NM_001291825	1
O75791	NM_001291828	1
O75791	NM_004810	3
O75817	NM_005837	2
O75818	NM_001286132	1
O75818	NM_001286133	1
O75818	NM_006638	3
O75821	NM_003755	4
O75822	NM_001284335	1
O75822	NM_001284336	1
O75822	NM_003758	3
O75828	NM_001236	3
O75838	NM_001271888	1
O75838	NM_001271889	1
O75838	NM_001301224	1
O75838	NM_006383	3
O75838	XM_005254126	3
O75838	XM_006720374	2
O75879	NM_004564	2
O75880	NM_004589	3
O75880	XM_005256751	3
O75884	NM_006606	2
O75891	NM_001270364	1
O75891	NM_001270365	1
O75891	NM_012190	3
O75891	XM_006713481	2
O75891	XM_011512355	1
O75899	NM_005458	7
O75912	NM_001321708	1
O75912	NM_001321709	1
O75912	NM_001321710	1
O75912	NM_004717	3
O75914	NM_001128166	2
O75914	NM_001128167	2
O75914	NM_001128168	2
O75914	NM_001128172	2
O75914	NM_001128173	2
O75914	NM_001324325	1
O75914	NM_001324326	1
O75914	NM_001324327	1
O75914	NM_001324328	1
O75914	NM_001324329	1
O75914	NM_001324330	1
O75914	NM_001324331	1
O75914	NM_001324332	1
O75914	NM_001324333	1
O75914	NM_001324334	1
O75914	NM_002578	4
O75914	XM_017029557	1
O75914	XM_017029561	1
O75914	XM_017029563	1
O75925	NM_001320687	1
O75925	NM_016166	2
O75925	XM_017022688	1
O75928	NM_001324060	1
O75928	NM_004671	4
O75928	NM_173206	3
O75934	NM_005872	2
O75935	NM_001281425	1
O75935	NM_001281426	1
O75935	NM_007234	4
O75935	NM_024348	3
O75937	NM_014280	2
O75940	NM_005871	3
O75943	NM_001278622	1
O75943	NM_002873	1
O75943	NM_133338	2
O75943	NM_133339	2
O75943	NM_133340	2
O75943	NM_133341	2
O75943	NM_133342	2
O75943	NM_133343	1
O75943	NM_133344	2
O75943	XM_017009679	1
O75943	XM_017009680	1
O75943	XM_017009681	1
O75947	NM_001003785	1
O75947	NM_006356	2
O75953	NM_001135004	2
O75953	NM_001135005	2
O75953	NM_012266	5
O75953	XM_005251428	3
O75953	XM_006716751	2
O75953	XM_011517842	2
O75955	NM_001318875	1
O75955	NM_005803	3
O75955	XM_005248780	3
O75962	NM_007118	3
O75962	XM_011514110	2
O75964	NM_006476	4
O76003	NM_001199868	1
O76003	NM_006541	4
O76021	NM_015659	2
O76024	NM_001145853	1
O76024	NM_006005	3
O76039	NM_001037343	1
O76039	NM_001323289	1
O76039	NM_003159	2
O76041	NM_001173484	1
O76041	NM_006393	2
O76041	NM_213569	2
O76050	NM_004210	4
O76050	XM_005270269	3
O76054	NM_001204204	2
O76054	NM_012429	4
O76054	NM_033382	2
O76064	NM_003958	3
O76064	NM_183078	2
O76070	NM_001330120	1
O76070	NM_003087	2
O76083	NM_001001567	1
O76083	NM_001001568	1
O76083	NM_001001569	1
O76083	NM_001001570	1
O76083	NM_001001571	1
O76083	NM_001001572	1
O76083	NM_001001573	1
O76083	NM_001001574	1
O76083	NM_001001575	1
O76083	NM_001001576	1
O76083	NM_001001577	1
O76083	NM_001001578	1
O76083	NM_001001579	1
O76083	NM_001001580	1
O76083	NM_001001581	1
O76083	NM_001001582	1
O76083	NM_001001583	1
O76083	NM_001001584	2
O76083	NM_001001585	1
O76083	NM_001315533	1
O76083	NM_002606	2
O76083	XM_017028366	1
O76094	NM_001267722	1
O76094	NM_006947	3
O76095	NM_006694	3
O94760	NM_001134445	1
O94760	NM_012137	3
O94760	XM_005270710	2
O94762	NM_001003715	3
O94762	NM_001003716	3
O94762	NM_004259	6
O94762	XM_017025343	1
O94762	XM_017025344	1
O94766	NM_001288723	1
O94766	NM_012200	3
O94768	NM_004226	3
O94768	XM_011512168	2
O94768	XM_011512169	1
O94768	XM_011512170	1
O94772	NM_001130478	1
O94772	NM_001135655	1
O94772	NM_002347	4
O94772	XM_017013414	1
O94788	NM_001206897	1
O94788	NM_003888	3
O94788	NM_170696	2
O94788	NM_170697	2
O94804	NM_005990	3
O94805	NM_016188	4
O94806	NM_005813	4
O94806	XM_005264237	3
O94811	NM_007030	2
O94811	XM_005248237	3
O94811	XM_017008994	1
O94818	NM_001198546	1
O94818	NM_001198547	1
O94818	NM_001198548	1
O94818	NM_001198549	1
O94818	NM_001282527	1
O94818	NM_003787	4
O94818	XM_006722563	2
O94818	XM_011526237	1
O94818	XM_011526238	1
O94818	XM_017026059	1
O94819	NM_014867	2
O94819	XM_011534771	2
O94819	XM_011534772	2
O94819	XM_017014114	1
O94819	XM_017014115	1
O94819	XM_017014116	1
O94819	XM_017014117	1
O94826	NM_014820	4
O94832	NM_001303279	1
O94832	NM_015194	2
O94856	NM_001005388	2
O94856	NM_001005389	1
O94856	NM_001160331	1
O94856	NM_001160332	1
O94856	NM_001160333	1
O94856	NM_015090	3
O94856	XM_011509319	1
O94856	XM_011509328	1
O94874	NM_015323	4
O94875	NM_001145670	1
O94875	NM_001145671	2
O94875	NM_001145672	1
O94875	NM_001145673	1
O94875	NM_001145674	1
O94875	NM_001270771	1
O94875	NM_003603	6
O94875	NM_021069	4
O94875	XM_005263312	1
O94875	XM_006714390	1
O94875	XM_017008771	1
O94901	NM_001130965	2
O94901	NM_001171944	1
O94901	NM_001171945	1
O94901	NM_001171946	1
O94901	NM_025154	5
O94903	NM_007198	3
O94905	NM_001003790	3
O94905	NM_001003791	2
O94905	NM_007175	6
O94905	XM_005273392	2
O94905	XM_017013000	1
O94906	NM_012469	3
O94910	NM_001008701	2
O94910	NM_014921	4
O94915	NM_015030	1
O94915	XM_017008046	1
O94916	NM_001113178	2
O94916	NM_006599	3
O94916	NM_138713	3
O94916	NM_138714	3
O94916	NM_173214	2
O94916	NM_173215	2
O94916	XM_006721125	3
O94916	XM_011522818	2
O94916	XM_017022870	1
O94921	NM_001287135	1
O94921	NM_001287136	1
O94921	NM_001287137	1
O94921	NM_012395	3
O94921	XM_005250438	3
O94921	XM_005250439	2
O94921	XM_011516306	2
O94921	XM_017012320	1
O94921	XM_017012321	1
O94921	XM_017012322	1
O94925	NM_001256310	1
O94925	NM_014905	4
O94929	NM_001301015	2
O94929	NM_001301018	2
O94929	NM_001301027	2
O94929	NM_001301028	2
O94929	NM_001345858	1
O94929	NM_001345859	1
O94929	NM_001345860	1
O94929	NM_001345861	1
O94929	NM_014945	4
O94967	NM_001142550	1
O94967	NM_001142551	1
O94967	NM_014969	5
O94967	XM_017000697	1
O94973	NM_001242837	1
O94973	NM_012305	3
O94979	NM_001077206	3
O94979	NM_001077207	3
O94979	NM_001077208	3
O94979	NM_001191049	2
O94979	NM_001300744	2
O94979	NM_001300745	2
O94979	NM_001318119	1
O94979	NM_001318120	1
O94979	NM_016211	4
O94986	NM_001194998	1
O94986	NM_014985	3
O94986	XM_006720437	3
O95059	NM_001098783	2
O95059	NM_007042	4
O95059	XM_011533313	2
O95059	XM_017005641	1
O95072	NM_001048205	1
O95072	NM_005132	2
O95139	NM_002493	4
O95139	NM_182739	2
O95140	NM_001127660	1
O95140	NM_014874	3
O95140	XM_005263543	3
O95140	XM_005263545	3
O95140	XM_005263547	3
O95140	XM_005263548	3
O95147	NM_007026	3
O95147	XM_005256977	3
O95147	XM_011524234	1
O95169	NM_001284367	1
O95169	NM_001284368	1
O95169	NM_005004	3
O95182	NM_005001	4
O95197	NM_001265589	1
O95197	NM_001265590	1
O95197	NM_001265591	1
O95197	NM_006054	3
O95197	NM_201428	2
O95197	NM_201429	2
O95197	NM_201430	2
O95202	NM_012318	2
O95219	NM_003794	3
O95232	NM_006107	3
O95232	NM_016424	4
O95248	NM_002972	3
O95271	NM_003747	2
O95292	NM_001195677	1
O95292	NM_004738	4
O95294	NM_001193520	1
O95294	NM_001193521	1
O95294	NM_001301202	1
O95294	NM_004658	2
O95294	XM_005253950	4
O95294	XM_006719641	3
O95294	XM_011538852	2
O95294	XM_011538853	2
O95294	XM_017020028	1
O95299	NM_004544	3
O95319	NM_001025076	2
O95319	NM_001025077	2
O95319	NM_001083591	1
O95319	NM_001326317	1
O95319	NM_001326318	1
O95319	NM_001326319	1
O95319	NM_001326320	1
O95319	NM_001326321	1
O95319	NM_001326324	1
O95319	NM_001326328	1
O95319	NM_001326329	1
O95319	NM_001326330	1
O95319	NM_001326332	1
O95319	NM_001326333	1
O95319	NM_001326334	1
O95319	NM_001326336	1
O95319	NM_001326339	1
O95319	NM_001326340	1
O95319	NM_001326342	1
O95319	NM_001326343	1
O95319	NM_001326344	1
O95319	NM_001326345	1
O95319	NM_001326348	1
O95319	NM_001326349	1
O95319	NM_006561	3
O95319	XM_011519294	2
O95319	XM_011519297	1
O95319	XM_017015553	1
O95319	XM_017015554	1
O95336	NM_012088	2
O95340	NM_001015880	1
O95340	NM_004670	3
O95347	NM_001042550	1
O95347	NM_001042551	1
O95347	NM_001265602	1
O95347	NM_006444	2
O95347	XM_006716933	3
O95347	XM_011518148	2
O95347	XM_011518149	2
O95347	XM_011518153	1
O95347	XM_017014206	1
O95347	XM_017014207	1
O95347	XM_017014208	1
O95359	NM_001291878	1
O95359	NM_006997	3
O95359	NM_206860	2
O95359	NM_206861	2
O95359	NM_206862	3
O95373	NM_006391	2
O95382	NM_001297609	1
O95382	NM_004672	4
O95402	NM_004831	3
O95416	NM_004189	3
O95429	NM_001204878	1
O95429	NM_004874	3
O95433	NM_001321441	1
O95433	NM_012111	2
O95453	NM_001134477	2
O95453	NM_001242992	1
O95453	NM_002582	3
O95466	NM_005892	3
O95466	XM_006722063	3
O95466	XM_006722070	3
O95478	NM_001271665	1
O95478	NM_014886	4
O95573	NM_004457	3
O95573	NM_203372	1
O95573	XM_017003584	1
O95602	NM_015425	4
O95613	NM_001315529	1
O95613	NM_006031	5
O95628	NM_001008225	2
O95628	NM_001190847	1
O95628	NM_001190848	1
O95628	NM_001190849	1
O95628	NM_001190850	1
O95628	NM_013316	3
O95628	XM_017012235	1
O95631	NM_004822	2
O95631	XM_006721595	3
O95639	NM_001081559	2
O95639	NM_001318160	1
O95639	NM_001318161	1
O95639	NM_001318162	1
O95639	NM_006693	3
O95670	NM_001204078	1
O95670	NM_130463	3
O95670	NM_138282	2
O95684	NM_007045	3
O95684	NM_194429	2
O95685	NM_006242	3
O95707	NM_006627	2
O95714	NM_004667	5
O95741	NM_001280558	1
O95741	NM_006032	3
O95741	XM_005268216	1
O95747	NM_005109	2
O95755	NM_004914	3
O95757	NM_001317381	1
O95757	NM_001317382	1
O95757	NM_001317383	1
O95757	NM_014278	3
O95758	NM_001163788	2
O95758	NM_001163790	2
O95758	NM_001244896	1
O95758	NM_001244897	1
O95758	NM_001244898	1
O95758	NM_005156	6
O95758	XM_006717346	1
O95782	NM_014203	2
O95782	NM_130787	2
O95786	NM_014314	3
O95793	NM_001037328	2
O95793	NM_001319134	1
O95793	NM_001319135	1
O95793	NM_001322927	1
O95793	NM_001322929	1
O95793	NM_001322930	1
O95793	NM_004602	3
O95793	NM_017452	3
O95793	NM_017453	3
O95793	NM_017454	3
O95793	XM_005260527	1
O95817	NM_004281	3
O95819	NM_001242559	1
O95819	NM_004834	4
O95819	NM_145686	3
O95819	NM_145687	3
O95833	NM_004669	2
O95833	XM_017015282	1
O95835	NM_001270519	1
O95835	NM_004690	3
O95837	NM_004297	3
O95861	NM_001286149	1
O95861	NM_001286150	1
O95861	NM_001286151	1
O95861	NM_006085	5
O95861	XM_005273000	4
O95861	XM_017000043	1
O95863	NM_005985	3
O95870	NM_001177515	1
O95870	NM_021160	2
O95886	NM_001080418	2
O95886	XM_011541879	2
O95900	NM_001329861	1
O95900	NM_001329862	1
O95900	NM_001329863	1
O95900	NM_015679	2
O95954	NM_001320412	1
O95954	NM_006657	2
O95954	NM_206965	1
O95968	NM_006552	1
O95970	NM_001308275	1
O95970	NM_001308276	1
O95970	NM_005097	3
O95983	NM_001281453	1
O95983	NM_001281454	1
O95985	NM_001282112	1
O95985	NM_001282113	1
O95985	NM_003935	4
O95985	XM_005261811	1
O95985	XM_006724349	1
O95985	XM_006724350	1
O95985	XM_011530482	1
O95989	NM_006703	3
O95990	NM_001076778	2
O95990	NM_001282713	1
O95990	NM_001282714	1
O95990	NM_007177	3
O95997	NM_001282382	1
O95997	NM_001282383	1
O95997	NM_004219	3
O96000	NM_004548	2
O96005	NM_001282175	1
O96005	NM_001282176	1
O96005	NM_001294	3
O96008	NM_001128916	1
O96008	NM_001128917	1
O96008	NM_006114	2
O96011	NM_001184795	1
O96011	NM_003846	2
O96013	NM_001014831	2
O96013	NM_001014832	1
O96013	NM_001014834	2
O96013	NM_001014835	1
O96013	NM_005884	3
O96013	XM_011526316	1
O96013	XM_011526317	2
O96013	XM_011526318	2
O96013	XM_011526319	2
O96013	XM_011526320	1
O96017	NM_001005735	1
O96017	NM_001257387	1
O96017	NM_007194	3
O96017	NM_145862	2
O96017	XM_011529845	2
O96017	XM_017028561	1
O96019	NM_004301	4
O96019	NM_177989	3
O96019	NM_178042	3
O96020	NM_057749	2
O96020	XM_017013957	1
O96020	XM_017013958	1
O96020	XM_017013959	1
P00338	NM_001135239	1
P00338	NM_001165414	1
P00338	NM_001165415	1
P00338	NM_001165416	1
P00338	NM_005566	3
P00352	NM_000689	4
P00387	NM_000398	6
P00387	NM_001129819	2
P00387	NM_001171660	1
P00387	NM_001171661	1
P00387	NM_007326	4
P00403	NC_012920	1
P00441	NM_000454	4
P00450	NM_000096	3
P00451	NM_000132	3
P00451	NM_019863	2
P00491	NM_000270	3
P00505	NM_001286220	1
P00505	NM_002080	3
P00519	NM_005157	5
P00519	NM_007313	2
P00533	NM_005228	4
P00533	NM_201282	1
P00533	NM_201283	1
P00533	NM_201284	1
P00558	NM_000291	3
P00568	NM_000476	2
P00568	NM_001318121	1
P00568	XM_017014427	1
P00568	XM_017014428	1
P00746	NM_001317335	1
P00746	NM_001928	3
P00749	NM_001145031	2
P00749	NM_001319191	1
P00749	NM_002658	4
P00915	NM_001128829	3
P00915	NM_001128830	3
P00915	NM_001128831	3
P00915	NM_001164830	1
P00915	NM_001738	4
P00918	NM_000067	2
P00973	NM_001032409	2
P00973	NM_001320151	1
P00973	NM_002534	3
P00973	NM_016816	3
P01023	NM_000014	5
P01023	NM_001347423	1
P01023	NM_001347424	1
P01023	NM_001347425	1
P01024	NM_000064	3
P01037	NM_001898	2
P01100	NM_005252	3
P01106	NM_002467	4
P01111	NM_002524	4
P01116	NM_004985	4
P01116	NM_033360	3
P01116	XM_006719069	3
P01116	XM_011520653	2
P01133	NM_001178130	2
P01133	NM_001178131	2
P01133	NM_001963	5
P01579	NM_000619	2
P01588	NM_000799	2
P02452	NM_000088	3
P02489	NM_000394	3
P02489	NM_001314050	2
P02511	NM_001289807	1
P02511	NM_001289808	1
P02511	NM_001885	2
P02511	XM_011542608	1
P02538	NM_005554	3
P02545	NM_001257374	2
P02545	NM_001282624	1
P02545	NM_001282625	1
P02545	NM_001282626	1
P02545	NM_005572	3
P02545	NM_170707	3
P02545	NM_170708	3
P02647	NM_000039	2
P02647	NM_001318017	1
P02647	NM_001318018	1
P02647	NM_001318021	1
P02649	NM_000041	3
P02649	NM_001302688	1
P02649	NM_001302689	1
P02649	NM_001302690	1
P02649	NM_001302691	1
P02675	NM_001184741	1
P02675	NM_005141	4
P02679	NM_000509	5
P02679	NM_021870	2
P02686	NM_001025081	1
P02686	NM_001025090	1
P02686	NM_001025092	1
P02686	NM_001025100	1
P02686	NM_001025101	1
P02686	NM_002385	2
P02686	XM_017025780	1
P02730	NM_000342	3
P02730	XM_005257593	4
P02745	NM_001347465	1
P02745	NM_001347466	1
P02745	NM_015991	3
P02747	NM_001114101	2
P02747	NM_001347619	1
P02747	NM_172369	4
P02768	NM_000477	6
P02787	NM_001063	3
P02787	XM_017007089	1
P02787	XM_017007090	1
P02794	NM_002032	2
P03372	NM_000125	3
P03372	NM_001122740	1
P03372	NM_001122741	1
P03372	NM_001122742	1
P03372	NM_001291230	1
P03372	NM_001291241	1
P03372	NM_001328100	1
P03372	XM_006715375	3
P03372	XM_011535543	2
P03372	XM_011535544	2
P03372	XM_011535545	2
P03372	XM_017010376	1
P03372	XM_017010377	1
P03372	XM_017010378	1
P03372	XM_017010379	1
P03372	XM_017010380	1
P03372	XM_017010381	1
P03950	NM_001097577	2
P03950	NM_001145	4
P04040	NM_001752	3
P04049	NM_002880	3
P04049	XM_005265355	2
P04049	XM_011533974	2
P04075	NM_000034	3
P04075	NM_001127617	2
P04075	NM_001243177	1
P04075	NM_184041	2
P04075	NM_184043	2
P04075	XM_011545768	2
P04080	NM_000100	3
P04083	NM_000700	2
P04083	XM_011518609	1
P04150	NM_000176	2
P04150	NM_001018074	1
P04150	NM_001018075	1
P04150	NM_001018076	1
P04150	NM_001018077	1
P04150	NM_001020825	1
P04150	NM_001024094	1
P04150	NM_001204258	1
P04150	NM_001204259	1
P04150	NM_001204260	1
P04150	NM_001204261	1
P04150	NM_001204262	1
P04150	NM_001204263	1
P04150	NM_001204264	1
P04150	XM_005268419	3
P04150	XM_005268420	4
P04150	XM_005268422	3
P04150	XM_005268423	3
P04150	XM_017009397	1
P04150	XM_017009398	1
P04181	NM_000274	3
P04181	NM_001171814	1
P04181	NM_001322965	1
P04181	NM_001322966	1
P04181	NM_001322967	1
P04181	NM_001322968	1
P04181	NM_001322969	1
P04181	NM_001322970	1
P04181	NM_001322971	1
P04264	NM_006121	3
P04350	NM_001289123	1
P04350	NM_001289127	1
P04350	NM_001289129	1
P04350	NM_001289130	1
P04350	NM_001289131	1
P04350	NM_006087	3
P04406	NM_001256799	2
P04406	NM_001289745	1
P04406	NM_001289746	1
P04406	NM_002046	5
P04553	NM_002761	2
P04629	NM_001007792	1
P04629	NM_001012331	1
P04629	NM_002529	3
P04632	NM_001003962	2
P04632	NM_001302632	1
P04632	NM_001302633	1
P04632	NM_001749	3
P04632	XM_005259295	1
P04632	XM_005259296	1
P04637	NM_000546	5
P04637	NM_001126112	2
P04637	NM_001126113	2
P04637	NM_001126114	2
P04637	NM_001126115	1
P04637	NM_001126116	1
P04637	NM_001126117	1
P04637	NM_001126118	1
P04637	NM_001276695	1
P04637	NM_001276696	1
P04637	NM_001276697	1
P04637	NM_001276698	1
P04637	NM_001276699	1
P04637	NM_001276760	1
P04637	NM_001276761	1
P04792	NM_001540	3
P04843	NM_002950	3
P04844	NM_001135771	2
P04844	NM_001324299	1
P04844	NM_001324301	1
P04844	NM_001324302	1
P04844	NM_001324303	1
P04844	NM_001324304	1
P04844	NM_001324305	1
P04844	NM_001324306	1
P04844	NM_002951	4
P04899	NM_001166425	1
P04899	NM_001282617	1
P04899	NM_001282618	1
P04899	NM_001282619	1
P04899	NM_001282620	1
P04899	NM_002070	3
P04908	NM_003513	2
P04908	NM_021052	2
P05023	NM_000701	7
P05023	NM_001160233	1
P05023	NM_001160234	1
P05023	XM_017001360	1
P05023	XM_017001361	1
P05026	NM_001677	3
P05062	NM_000035	3
P05067	NM_000484	3
P05067	NM_001136016	3
P05067	NM_001136129	2
P05067	NM_001136130	2
P05067	NM_001136131	2
P05067	NM_001204301	1
P05067	NM_001204302	1
P05067	NM_001204303	1
P05067	NM_201413	2
P05067	NM_201414	2
